TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
31-07-2025,31-07-2025,CM,NSE,STK,30990,INE020B07HS2,871REC28,N9,,,,,BOND 8.71% TAX FREE S2B,1141.98,1141.99,1138,1138,1138,1141.99,,1138,,,1725,1969728.25,5,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,31967,INE557F07108,863NHB34,N3,,,,,BOND 8.76%PA TF TR-I S 3A,6292.1,6295.1,6292.1,6295.1,6295.1,6350,,6295.1,,,160,1006976,2,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,1999,INE053F07744,888IRFC29,NE,,,,,BOND 8.88% PA TF TII-SIIB,1132.5,1140,1132.5,1140,1140,1136.5,,1140,,,567,643643.45,7,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,31969,INE557F07124,888NHB29,N5,,,,,BOND 8.88%PA TF TR-I S 2B,5775,5775,5775,5775,5775,5705,,5775,,,11,63525,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,31970,INE557F07132,901NHB34,N6,,,,,BOND 9.01%PA TF TR-I S 3B,6426,6455,6401,6418,6418,6457.02,,6418,,,135,867427.49,20,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,757919,INE16SF01016,BORANA,EQ,,,,,BORANA WEAVES LIMITED,220,222.76,217,219.96,221.05,221.88,,220,,,47596,10499423.71,1094,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19401,INE02PY01013,BOROLTD,EQ,,,,,BOROSIL LIMITED,327,336.4,326.1,330.3,327.65,331,,330.25,,,36082,11962768,3845,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,3149,INE666D01022,BORORENEW,EQ,,,,,BOROSIL RENEWABLES LTD,599.65,617,590,613.5,608.5,608.45,,613.45,,,509273,309372034.5,24302,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,24014,INE02L001032,BOROSCI,EQ,,,,,BOROSIL SCIENTIFIC LTD,162.5,167.02,159.91,164.03,164.31,163.58,,164.03,,,68188,11190093.62,2289,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2181,INE323A01026,BOSCHLTD,EQ,,,,,BOSCH LIMITED,39500,40490,39325,40385,40310,40060,,40385,,,46071,1850730970,18123,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,25119,INE0QNI01012,BOSS,SM,,,,,BOSS PACKAGING SOLU LTD,48,48,48,48,48,49,,48,,,2000,96000,1,F1,2000,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,530,INE110A01019,BPL,EQ,,,,,BPL LTD,81.5,83,81.25,81.53,81.25,82.97,,81.54,,,33672,2763090.15,757,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,24814,INE02RE01045,FIRSTCRY,EQ,,,,,BRAINBEES SOLUTIONS LTD,345,349.7,341,343.35,343.6,347.15,,343.4,,,707723,244818495,14544,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,7780,INE977Y01011,BCONCEPTS,EQ,,,,,BRAND CONCEPTS LIMITED,331.5,333,321.55,332.95,333,331.5,,333.15,,,2265,750219.8,204,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,15184,INE791I01019,BRIGADE,EQ,,,,,BRIGADE ENTER. LTD,959.9,1011.5,958.9,1007.8,1001.5,987.2,,1007.8,,,630051,625037193.5,40350,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,757794,INE03NU01014,BRIGHOTEL,EQ,,,,,BRIGADE HOTEL VENTURE LTD,81.1,87.84,81.1,85.32,85.15,90,,85.32,,,21119517,1799184027,118349,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8833,INE425B01027,BCG,EQ,,,,,BRIGHTCOM GROUP LIMITED,13.39,14.26,13.28,13.58,13.71,13.83,,13.59,,,20102929,276838674,21072,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,547,INE216A01030,BRITANNIA,EQ,,,,,BRITANNIA INDUSTRIES LTD,5746,5825,5719.5,5771,5765,5747,,5771,,,344973,1995754511,47626,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2203,INE0FDU25010,BIRET,RR,,,,,BROOKFIELD INDIA RET,316,318,312.5,314.68,314.55,316.74,,314.68,,,198499,62521557.29,11863,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,25140,INE650L01011,BROOKS,BE,,,,,BROOKS LAB LIMITED,153.97,153.97,153.97,153.97,153.97,150.96,,154.46,,,13097,2016545.09,22,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19585,INE118H01025,BSE,EQ,,,,,BSE LIMITED,2427.5,2474.7,2416,2427.4,2427.3,2457.5,,2427.4,,,2933504,7157213961,122205,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8653,INE594B01012,BSL,BE,,,,,BSL LTD,154.9,155,154.9,155,155,155,,155,,,2561,396919,21,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2716,INE295F01017,BUTTERFLY,EQ,,,,,BTRFLY GANDHI APPL LTD,728.1,728.1,703.5,715.3,713.6,739.2,,715.3,,,12305,8833350.35,1396,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,18380,INE0QBU01012,CPS,ST,,,,,C P S SHAPERS LIMITED,701,701,665.6,665.6,665.6,697.6,,665.6,,,4800,3317610,7,F1,300,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,7227,INE0BV301023,MAPMYINDIA,EQ,,,,,C.E. INFO SYSTEMS LIMITED,1798,1830.6,1783.6,1802,1792.1,1825.1,,1801.8,,,55222,99800588.6,8262,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,27277,INE0U7V01015,C2C,ST,,,,,C2C ADVANCED SYSTEMS LTD,636,678.95,635,668.25,669,650,,668.25,,,18600,12157170,28,F1,600,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,21823,INE090Y01013,CADSYS,SM,,,,,CADSYS (INDIA) LIMITED,65,65,64.5,64.5,64.5,66.8,,64.5,,,2000,129500,3,F1,500,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8400,INE526B01014,CALSOFT,BE,,,,,CALIFORNIA SOFTWARE CO LT,14.13,14.84,14.13,14.57,14.56,14.84,,14.57,,,42060,601683.35,160,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,29958,IN9526B01012,CALSOFTPP,X1,,,,,CALSOFT RS.2.50 PPD UP,4.77,4.77,4.52,4.53,4.53,4.76,,4.53,,,18215,82502.46,30,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,14222,INE627H01017,CTE,BE,,,,,CAMBRIDGE TECH ENTER LTD,43,44.54,42,42.75,43.96,43.01,,42.78,,,11782,504365.74,52,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,6220,INE052I01032,CAMLINFINE,BE,,,,,CAMLIN FINE SCIENCES LTD,261,267.45,261,267.45,267.45,254.75,,267.6,,,174722,46118168.5,296,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,9362,INE278Y01022,CAMPUS,EQ,,,,,CAMPUS ACTIVEWEAR LIMITED,268.05,272.05,265.05,267.35,267.5,270.6,,267.35,,,201860,54329766.05,6603,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,583,INE477A01020,CANFINHOME,EQ,,,,,CAN FIN HOMES LTD,739,757.25,727.5,751.95,751.6,739.05,,751.95,,,716582,537041360.4,11904,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,10794,INE476A01022,CANBK,EQ,,,,,CANARA BANK,107.05,108.36,106.1,107.25,107.05,108.2,,107.25,,,48203474,5163183250,113620,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19368,INE0QG301017,CANARYS,SM,,,,,CANARYS AUTOMATIONS LTD,32,36.5,31,36,36,33.1,,36,,,748000,26148200,152,F1,4000,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20160,INE068L01024,CANTABIL,EQ,,,,,CANTABIL RETAIL LTD,263.45,272,254.7,266.1,265.35,267.45,,266.05,,,136130,36055725.85,4541,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,21749,INE264T01014,CAPACITE,EQ,,,,,CAPACITE INFRAPROJECT LTD,296,308.9,295.3,306.65,306,301.45,,306.65,,,269007,82147147.55,8287,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,756015,INE345H01024,CIFL,EQ,,,,,CAPITAL INDIA FINANCE LTD,35.15,36.3,34.35,34.93,34.85,35.64,,34.93,,,455319,16019843.29,2098,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,29157,INE0Z8Z23013,CAPINVIT,IV,,,,,CAPITAL INFRA TRUST,81.5,81.5,79.26,80.85,81.4,80.95,,80.85,,,245594,19854594.71,845,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,22675,INE646H01017,CAPITALSFB,EQ,,,,,CAPITAL SMALL FIN BANK L,301.7,307,298.75,304.45,302,304.7,,304.45,,,45242,13704315.05,2090,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19451,INE707C01018,CAPTRUST,BE,,,,,CAPITAL TRUST LIMITED,59.18,60.98,57.9,60.41,60.59,59.18,,60.41,,,29657,1755729.23,243,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,3906,INE475E01026,CAPLIPOINT,EQ,,,,,CAPLIN POINT LAB LTD.,2097,2125,2055.6,2066.4,2071,2145.8,,2066.6,,,60765,127092708,10287,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20329,INE180C01042,CGCL,EQ,,,,,CAPRI GLOBAL CAPITAL LTD,183.5,188.8,181,186.29,185.7,186.08,,186.3,,,4038419,751329440.6,30101,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,595,INE120A01034,CARBORUNIV,EQ,,,,,CARBORUNDUM UNIVERSAL LTD,942,955.3,926,930.6,932.95,954.8,,930.65,,,40421,37945708.6,5175,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,29113,INE752H01013,CARERATING,EQ,,,,,CARE RATINGS LIMITED,1695.7,1725,1681,1696.7,1692.9,1726.7,,1696.7,,,67350,114744426.6,8820,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,28879,INE0V7W01012,CARRARO,EQ,,,,,CARRARO INDIA LIMITED,477.8,488,471.5,480.95,476,481.65,,481,,,37152,17847064.3,3871,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5407,INE290S01011,CARTRADE,EQ,,,,,CARTRADE TECH LIMITED,2070,2219,2031,2186.5,2182.1,2090.9,,2186.4,,,1263896,2749653087,89265,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,1879,INE482D01024,CARYSIL,EQ,,,,,CARYSIL LIMITED,870,898.5,860,886.65,882.25,899.9,,886.35,,,85751,75613670.4,7398,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,1250,INE172A01027,CASTROLIND,EQ,,,,,CASTROL INDIA LIMITED,218.9,220.45,216.76,218.11,217.94,220.28,,218.1,,,1050613,229804948,17851,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,11452,INE421D01022,CCL,EQ,,,,,CCL PRODUCTS (I) LTD,845.75,868,838.45,852.85,856,845.75,,852.9,,,270449,231912367.3,15012,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,15254,INE482A01020,CEATLTD,EQ,,,,,CEAT LIMITED,3340,3419.5,3303,3313.3,3310,3398.4,,3313.3,,,110763,370347746.7,20327,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,757687,INE11J101017,CEDAAR,SM,,,,,CEDAAR TEXTILE LIMITED,120,121,120,121,121,122.7,,121,,,14000,1685050,13,F1,1000,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,24742,INE0AG901020,CEIGALL,EQ,,,,,CEIGALL INDIA LIMITED,254.05,254.9,248.2,249.7,249.9,256.05,,249.7,,,224720,56659457.3,5162,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13162,INE185H01016,CELEBRITY,EQ,,,,,CELEBRITY FASHIONS LTD,13.5,13.65,13.15,13.33,13.4,13.47,,13.33,,,50456,676921.92,336,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,18811,INE0OMO01025,CELLECOR,ST,,,,,CELLECOR GADGETS LIMITED,35.1,36,34.65,35.3,35.85,35.2,,35.3,,,285000,10013700,49,F1,3000,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19795,INE0LMW01024,CELLO,EQ,,,,,CELLO WORLD LIMITED,589.9,595.9,580.7,594.85,595.85,591.3,,594.85,,,149745,88141018.8,6200,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,14894,INE483A01010,CENTRALBK,EQ,,,,,CENTRAL BANK OF INDIA,36.35,36.56,35.88,36.41,36.41,36.69,,36.41,,,5013223,181937777.4,15828,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,21174,INE736A01011,CDSL,EQ,,,,,CENTRAL DEPO SER (I) LTD,1495,1509.8,1475,1480.8,1478,1512.8,,1480.8,,,2862587,4272136437,125057,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2458,INE660C01027,CENTRUM,BE,,,,,CENTRUM CAPITAL LIMITED,40.51,41,39.11,40.16,39.99,40.83,,40.16,,,314628,12675947.99,759,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,14982,INE320B01020,CENTUM,EQ,,,,,CENTUM ELECTRONICS LTD,2180,2230,2170.9,2211.7,2217.9,2219.8,,2211.5,,,5221,11540542.1,1267,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,619,INE485A01015,CENTENKA,EQ,,,,,CENTURY ENKA LTD,518.35,521.3,508,517.7,516,521,,517.65,,,13721,7081704.55,1117,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,11511,INE281A01026,CENTEXT,EQ,,,,,CENTURY EXTRUSIONS LTD,23.5,23.96,23.12,23.64,23.6,23.77,,23.64,,,81375,1923788.25,594,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13305,INE348B01021,CENTURYPLY,EQ,,,,,CENTURY PLYBOARDS (I) LTD,732.55,737,718.35,731.5,735,733.3,,731.5,,,82066,59776193.35,6749,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,15039,INE739E01017,CERA,EQ,,,,,CERA SANITARYWARE LTD,6435,6605,6376,6545,6520.5,6513.5,,6545,,,13986,91347616.5,4733,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,29016,INE345B01019,CEREBRAINT,BZ,,,,,CEREBRA INT TECH LTD,8.37,8.37,8.37,8.37,8.37,8.55,,8.35,,,3751,31395.87,25,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,628,INE486A01021,CESC,EQ,,,,,CESC LTD,173.5,177.99,167.46,169.51,168.55,176.61,,169.53,,,6059279,1042924545,53391,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,760,INE067A01029,CGPOWER,EQ,,,,,CG POWER AND IND SOL LTD,655,668.9,651,661.7,663.4,660.35,,661.7,,,1943822,1285216282,46712,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8546,INE427F01016,CHALET,EQ,,,,,CHALET HOTELS LIMITED,894.9,918.25,883.6,909.85,917,895.1,,909.85,,,89183,81118476.05,10400,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,3482,INE419D01026,CLSEL,EQ,,,,,CHAMAN LAL SETIA EXP LTD,321.65,324.95,311,319.25,320.3,323.3,,319.2,,,47305,15109018.85,2540,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13731,INE06PV01010,CMNL,SM,,,,,CHAMAN METALLICS LIMITED,147.9,148.5,147.9,148.5,148.5,146,,148.5,,,7500,1111987.5,8,F1,750,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,637,INE085A01013,CHAMBLFERT,EQ,,,,,CHAMBAL FERTILIZERS LTD,535,536,503,514.9,517.8,538.2,,514.9,,,7493748,3893816216,77856,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,29544,INE11HG01018,CHAMUNDA,ST,,,,,CHAMUNDA ELECTRICAL LTD,46.5,46.5,46.5,46.5,46.5,45.6,,46.5,,,6000,279000,2,F1,3000,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,29633,INE0B2N01016,CHANDAN,SM,,,,,CHANDAN HEALTHCARE LTD,249,259.5,249,256.65,257,250.3,,256.65,,,12000,3061640,15,F1,800,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,18654,INE0PT101017,CHAVDA,SM,,,,,CHAVDA INFRA LIMITED,113.95,117.5,113.95,115,115,113.65,,115,,,28000,3223600,24,F1,1000,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,757991,INE0TGX01019,CHEMBONDCH,BE,,,,,CHEMBOND CHEMICAL LIMITED,195.79,206.1,195.79,195.79,195.79,206.1,,196.1,,,88680,17393099.38,319,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,14620,INE995D01025,CHEMBOND,BE,,,,,CHEMBOND MATERIALTECH LTD,182.88,183,178.6,181.05,180,184.77,,181.04,,,15130,2743228.81,319,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,270,INE03YM01018,CHEMCON,EQ,,,,,CHEMCON SPECIAL CHEM LTD,229.79,252.75,225.09,243.94,244,230.72,,243.89,,,1605907,391317782.9,34951,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2799,INE783X01023,CHEMFAB,EQ,,,,,CHEMFAB ALKALIS LIMITED,767.55,799,760.1,784.2,792.9,779.25,,784.1,,,8286,6519743.8,801,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5449,INE488A01050,CHEMPLASTS,EQ,,,,,CHEMPLAST SANMAR LIMITED,429.9,431.9,414.5,416.85,416,434.05,,417.05,,,76806,32332945.85,3989,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2049,INE178A01016,CHENNPETRO,EQ,,,,,CHENNAI PETROLEUM CORP LT,691.3,695.7,678.25,682.65,681.2,699.4,,682.65,,,1130795,774755094.8,38031,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,24625,INE0U1T01012,CHETANA,SM,,,,,CHETANA EDUCATION LIMITED,81,82.95,78.7,79.2,79,81,,79.2,,,52800,4203040,30,F1,1600,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,9879,INE974B01016,CHEVIOT,EQ,,,,,CHEVIOT COMPANY LIMITED,1174.7,1197.9,1152,1186.6,1188,1176.5,,1186.1,,,2884,3419667.5,358,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8866,INE102B01014,CHOICEIN,EQ,,,,,CHOICE INTERNATIONAL LTD,740.5,784.5,737.45,762.2,760,744.15,,762.2,,,1082664,832115076.4,25238,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,21740,INE149A01033,CHOLAHLDNG,EQ,,,,,CHOLAMANDALAM FIN HOL LTD,1900,1921.6,1853.9,1887.7,1877.7,1908.2,,1887.7,,,357485,676471710.5,20120,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,685,INE121A01024,CHOLAFIN,EQ,,,,,CHOLAMANDALAM IN & FIN CO,1465,1469,1426.7,1443.2,1435.6,1478.1,,1443.2,,,6484530,9385708596,109688,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,14937,INE536H01010,CIEINDIA,EQ,,,,,CIE AUTOMOTIVE INDIA LTD,407,407.2,400,402.15,402,407.25,,402.15,,,86729,35008183.9,11173,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5142,INE675C01017,CIGNITITEC,EQ,,,,,CIGNITI TECHNOLOGIES LTD,1635.1,1670,1604.4,1656.7,1660,1641.6,,1656.8,,,137830,226181888.3,11293,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,27161,INE704H01022,CINELINE,EQ,,,,,CINELINE INDIA LIMITED,94,97.99,93.15,96.76,96,95.48,,96.74,,,34139,3273210.07,781,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8028,INE039B01026,CINEVISTA,BE,,,,,CINEVISTA LIMITED,17.77,18.4,17.55,18.27,18.34,18.13,,18.27,,,9195,167712.94,44,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,694,INE059A01026,CIPLA,EQ,,,,,CIPLA LTD,1540,1564.7,1536.6,1554.6,1552,1559.4,,1554.6,,,2457841,3803378426,74490,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5701,INE491A01021,CUB,EQ,,,,,CITY UNION BANK LTD,204.99,215.35,202.44,214.28,213.6,207.04,,214.28,,,2145952,455350279.9,28550,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20223,INE201M01029,CLEDUCATE,EQ,,,,,CL EDUCATE LIMITED,90,91.46,88.52,90.34,89.41,90.98,,90.33,,,23718,2135576.36,752,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5049,INE227W01023,CLEAN,EQ,,,,,CLEAN SCIENCE & TECH LTD,1228.6,1242.9,1220,1222.3,1223,1246.5,,1222.3,,,58263,71613083.6,6501,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,7603,INE925R01014,CMSINFO,EQ,,,,,CMS INFO SYSTEMS LIMITED,460,466,452.75,458.3,458.6,465.75,,458.3,,,812311,373303822,36574,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20374,INE522F01014,COALINDIA,EQ,,,,,COAL INDIA LTD,378,379,374.7,376.35,375.95,379.9,,376.35,,,6461803,2434611906,73541,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,6006,INE377E01024,COASTCORP,EQ,,,,,COASTAL CORPORATION LTD,36.11,36.4,35.17,35.33,35.45,36.75,,35.32,,,60662,2162417.24,712,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,21508,INE704P01025,COCHINSHIP,EQ,,,,,COCHIN SHIPYARD LIMITED,1750,1804.8,1741.6,1770.8,1770,1786.2,,1770.8,,,967856,1724683483,48944,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,11165,INE335K01011,COFFEEDAY,EQ,,,,,COFFEE DAY ENTERPRISE LTD,35.9,36.84,35.07,35.75,35.81,36.2,,35.76,,,1784952,64307628.38,4129,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,11543,INE591G01025,COFORGE,EQ,,,,,COFORGE LIMITED,1725.6,1756.3,1701.2,1748.2,1747.5,1749.5,,1748.2,,,2814159,4886786734,136068,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,17945,INE03QK01018,COHANCE,EQ,,,,,COHANCE LIFESCIENCES LTD,994.95,1005,981.6,998.45,995,997.4,,998.35,,,410439,404854483,31626,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,15141,INE259A01022,COLPAL,EQ,,,,,COLGATE PALMOLIVE LTD.,2220,2260,2212.3,2245.3,2241.3,2237.1,,2245.3,,,671856,1505910561,60998,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,21578,INE073V01015,COMSYN,EQ,,,,,COMMERCIAL SYN BAGS LTD,132,137.95,130,134.07,133.52,134.49,,134.07,,,399720,53974148.67,3341,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19516,INE597Z01014,COMMITTED,ST,,,,,COMMITTED CARGO CARE LTD,224.95,224.95,224.85,224.85,224.85,225.8,,224.85,,,1600,359840,2,F1,800,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,31138,INE453B01029,COMPUSOFT,EQ,,,,,COMPUCOM SOFTWARE LTD,20.53,20.97,20.18,20.58,20.6,21.29,,20.58,,,93231,1911220.64,1015,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,342,INE596I01012,CAMS,EQ,,,,,COMPUTER AGE MNGT SER LTD,3773.4,3797.8,3685.4,3736.8,3714,3890.2,,3737.1,,,996782,3737223050,99800,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,18060,INE338H01029,CONCORDBIO,EQ,,,,,CONCORD BIOTECH LIMITED,1814.8,1819.3,1760.1,1767.3,1769.9,1824,,1767.3,,,82947,148021655.5,12895,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,28764,INE037Z01029,CEWATER,EQ,,,,,CONCORD ENVIRO SYSTEMS L,625,630.3,609.5,623.35,626.1,629.8,,623.3,,,61512,38345500.45,3828,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,10238,INE552D01024,CONFIPET,EQ,,,,,CONFIDENCE PETRO IND LTD.,51.99,52.39,50.9,52.02,51.82,51.88,,52.02,,,262037,13576029.53,1912,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,14992,INE429I01024,CCCL,EQ,,,,,CONS. CONST. CONSORT LTD,16.6,17,16.4,16.83,16.85,16.62,,16.83,,,158681,2668900.33,802,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,11731,INE025A01027,CONSOFINVT,EQ,,,,,CONSO. FIN. & HOLD. LTD.,198.29,198.29,193.02,193.64,193.45,197.31,,193.64,,,3562,694165.65,272,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,4749,INE111A01025,CONCOR,EQ,,,,,CONTAINER CORP OF IND LTD,578.9,584.1,576.2,578.2,577.2,585.15,,578.2,,,1017629,591013017.9,30259,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2531,INE340Z01019,CONTI,SM,,,,,CONTINENTAL SEED CHEM LTD,24.05,24.05,23.65,23.65,23.65,24.9,,23.65,,,6666,158984.1,2,F1,3333,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,17477,INE663B01015,CONTROLPR,EQ,,,,,CONTROL PRINT LIMITED,755.75,781.65,748.3,758.4,759.2,775,,758.5,,,34438,26444975,3638,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8560,INE0HS001028,COOLCAPS,SM,,,,,COOL CAPS INDUSTRIES LTD,77.8,78.95,76.5,76.5,76.5,77.8,,76.5,,,52500,4066375,18,F1,2500,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,4007,INE558D01021,CORALFINAC,EQ,,,,,CORAL INDIA FIN & HOUS LT,44.94,47,44.01,44.58,45.1,44.82,,44.61,,,57649,2603224.21,1756,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,15271,INE792I01017,CORDSCABLE,EQ,,,,,CORDS CABLE INDUS LTD.,200.43,207.65,185,187.14,185.98,204.71,,187.13,,,143269,27791786.83,3429,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,739,INE169A01031,COROMANDEL,EQ,,,,,COROMANDEL INTERNTL. LTD,2630,2718.9,2616.4,2691.4,2670,2652.7,,2691.4,,,787078,2096340580,61658,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,742,INE757A01017,COSMOFIRST,EQ,,,,,COSMO FIRST LIMITED,1005,1045.3,1005,1017.6,1010,1029.6,,1017.4,,,40597,41658309.9,2956,F1,1,,,,,
