priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,stockIndClosePrice,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,perChange30d,date365dAgo,date30dAgo,chartTodayPath,chart30dPath,chart365dPath,Index
"0","INDHOTEL","INDHOTELEQN","599.9","607.5","588","605","582.45","22.55","3.87","529914623517.12","858","580.85","2990050","0","1790083134","","29.487179487179485","-4.157699922527327","-28.16","-10.52","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/INDHOTELEQN.svg","https://nsearchives.nseindia.com/30d/INDHOTEL-EQ.svg","https://nsearchives.nseindia.com/365d/INDHOTEL-EQ.svg","NIFTY TOTAL MARKET"
"0","OIL","OILEQN","461.85","485.6","461.15","477.65","464.65","13","2.8","259791615603.02","524","325","3724100","0","1771703334","","8.845419847328248","-46.96923076923076","19.98","1.15","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/OILEQN.svg","https://nsearchives.nseindia.com/30d/OIL-EQ.svg","https://nsearchives.nseindia.com/365d/OIL-EQ.svg","NIFTY TOTAL MARKET"
"0","AUBANK","AUBANKEQN","864.95","887.25","857.9","880.5","849.55","30.95","3.64","496392206721.77","1039.2","513.5","2000351","0","1744046026.37","","15.271362586605084","-71.47030185004868","60.08","-12.14","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/AUBANKEQN.svg","https://nsearchives.nseindia.com/30d/AUBANK-EQ.svg","https://nsearchives.nseindia.com/365d/AUBANK-EQ.svg","NIFTY TOTAL MARKET"
"0","NMDC","NMDCEQN","77.45","77.45","74.92","76.74","75.09","1.65","2.2","264499098143.18","86.72","59.53","22852797","0","1740469019.52","","11.508302583025836","-28.909793381488313","10.37","-5.02","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/NMDCEQN.svg","https://nsearchives.nseindia.com/30d/NMDC-EQ.svg","https://nsearchives.nseindia.com/365d/NMDC-EQ.svg","NIFTY TOTAL MARKET"
"0","YESBANK","YESBANKEQN","18.14","18.18","17.86","18.13","17.65","0.48","2.72","317437929601.17","24.3","16.16","96268443","0","1734757342.86","","25.390946502057623","-12.190594059405933","4.02","-12.92","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/YESBANKEQN.svg","https://nsearchives.nseindia.com/30d/YESBANK-EQ.svg","https://nsearchives.nseindia.com/365d/YESBANK-EQ.svg","NIFTY TOTAL MARKET"
"0","ABB","ABBEQN","6200","6244.5","6045","6140","6041.5","98.5","1.63","321102768698.78","6554","4637.5","280421","0","1725508930.88","","6.316753127860848","-32.3989218328841","10.99","1.39","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/ABBEQN.svg","https://nsearchives.nseindia.com/30d/ABB-EQ.svg","https://nsearchives.nseindia.com/365d/ABB-EQ.svg","NIFTY TOTAL MARKET"
"0","VOLTAS","VOLTASEQN","1283.4","1309.9","1246.4","1302.6","1251.2","51.4","4.11","295793429073.25","1582.5","1190","1335206","0","1711426994.62","","17.687203791469198","-9.462184873949573","-10.11","-15.31","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/VOLTASEQN.svg","https://nsearchives.nseindia.com/30d/VOLTAS-EQ.svg","https://nsearchives.nseindia.com/365d/VOLTAS-EQ.svg","NIFTY TOTAL MARKET"
"0","LTF","LTFEQN","254","255.75","248.9","254.7","247.65","7.05","2.85","207873877307.59","329.45","140","6736385","0","1704170677.3","","22.689330702686295","-81.92857142857142","60.62","-14.37","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/LTFEQN.svg","https://nsearchives.nseindia.com/30d/LTF-EQ.svg","https://nsearchives.nseindia.com/365d/LTF-EQ.svg","NIFTY TOTAL MARKET"
"0","GODREJCP","GODREJCPEQN","1016","1027.8","999.1","1007","1002.4","4.6","0.46","404063915903.29","1309","988","1683089","0","1703016773.76","","23.071046600458367","-1.9230769230769231","-8.98","-18.44","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/GODREJCPEQN.svg","https://nsearchives.nseindia.com/30d/GODREJCP-EQ.svg","https://nsearchives.nseindia.com/365d/GODREJCP-EQ.svg","NIFTY TOTAL MARKET"
"0","SIEMENS","SIEMENSEQN","3069.9","3070","2980","2995.1","2988.3","6.8","0.23","263980123504.39","5520","2450","563273","0","1699569255.63","","45.74094202898551","-22.248979591836733","-42.66","-11.01","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SIEMENSEQN.svg","https://nsearchives.nseindia.com/30d/SIEMENS-EQ.svg","https://nsearchives.nseindia.com/365d/SIEMENS-EQ.svg","NIFTY TOTAL MARKET"
"0","SOLARINDS","SOLARINDSEQN","12619","12720","12340","12551","12430","121","0.97","304902078775.36","17820","9888.4","135319","0","1699174972.39","","29.567901234567902","-26.926499737065658","15.46","-5.48","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SOLARINDSEQN.svg","https://nsearchives.nseindia.com/30d/SOLARINDS-EQ.svg","https://nsearchives.nseindia.com/365d/SOLARINDS-EQ.svg","NIFTY TOTAL MARKET"
"0","SYRMA","SYRMAEQN","774.9","801.05","755","791","746","45","6.03","60281409544.43","909.9","370","2165668","0","1696865848.04","","13.067370040663807","-113.78378378378379","64.04","-4.35","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SYRMAEQN.svg","https://nsearchives.nseindia.com/30d/SYRMA-EQ.svg","https://nsearchives.nseindia.com/365d/SYRMA-EQ.svg","NIFTY TOTAL MARKET"
"0","GRINFRA","GRINFRAEQN","899.25","920","808","819","844.5","-25.5","-3.02","20060949729.12","1444.4","808","1972908","0","1679733871.2","","43.29825533093326","-1.3613861386138615","-21.31","-16.94","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/GRINFRAEQN.svg","https://nsearchives.nseindia.com/30d/GRINFRA-EQ.svg","https://nsearchives.nseindia.com/365d/GRINFRA-EQ.svg","NIFTY TOTAL MARKET"
"0","MAHABANK","MAHABANKEQN","64.9","64.9","62.42","63.82","62.32","1.5","2.41","129585610118.57","77","42","26031048","0","1649587511.76","","17.116883116883116","-51.95238095238095","32.13","-11.19","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/MAHABANKEQN.svg","https://nsearchives.nseindia.com/30d/MAHABANK-EQ.svg","https://nsearchives.nseindia.com/365d/MAHABANK-EQ.svg","NIFTY TOTAL MARKET"
"0","KARURVYSYA","KARURVYSYAEQN","271.05","276.25","260.35","272.15","261.15","11","4.21","256320875626.86","343.45","165.27","6110472","0","1643778072.72","","20.759935944096668","-64.66993404731649","56.18","-19.02","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/KARURVYSYAEQN.svg","https://nsearchives.nseindia.com/30d/KARURVYSYA-EQ.svg","https://nsearchives.nseindia.com/365d/KARURVYSYA-EQ.svg","NIFTY TOTAL MARKET"
"0","FORCEMOT","FORCEMOTEQN","21265","21585","20770","21455","20395","1060","5.2","103031453219.66","26450","8050","77009","0","1634020087.04","","18.88468809073724","-166.52173913043478","141.22","-14.31","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/FORCEMOTEQN.svg","https://nsearchives.nseindia.com/30d/FORCEMOT-EQ.svg","https://nsearchives.nseindia.com/365d/FORCEMOT-EQ.svg","NIFTY TOTAL MARKET"
"0","HBLENGINE","HBLENGINEEQN","640","667.5","639","660.1","625.6","34.5","5.51","74175332439.75","1122","440.1","2485443","0","1631221095.33","","41.16755793226381","-49.988638945694156","37.23","-5.77","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/HBLENGINEEQN.svg","https://nsearchives.nseindia.com/30d/HBLENGINE-EQ.svg","https://nsearchives.nseindia.com/365d/HBLENGINE-EQ.svg","NIFTY TOTAL MARKET"
"0","TIINDIA","TIINDIAEQN","2530","2622","2506.2","2562.6","2471","91.6","3.71","272936325362.56","3419.9","2164.9","627462","0","1621568870.46","","25.067984443989594","-18.370363527183695","-10.23","0","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/TIINDIAEQN.svg","https://nsearchives.nseindia.com/30d/TIINDIA-EQ.svg","https://nsearchives.nseindia.com/365d/TIINDIA-EQ.svg","NIFTY TOTAL MARKET"
"0","UPL","UPLEQN","615","625.6","608.45","620.95","602.4","18.55","3.08","347194146575.19","812.2","588.85","2609729","0","1611794727.69","","23.547155872937697","-5.451303387959586","-5.7","-1.52","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/UPLEQN.svg","https://nsearchives.nseindia.com/30d/UPL-EQ.svg","https://nsearchives.nseindia.com/365d/UPL-EQ.svg","NIFTY TOTAL MARKET"
"0","SWANCORP","SWANCORPEQN","320","342.2","310.95","331","310.7","20.3","6.53","46050277117.42","526.7","303.75","4826882","0","1592871060","","37.155876210366436","-8.97119341563786","-30","-14.19","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SWANCORPEQN.svg","https://nsearchives.nseindia.com/30d/SWANCORP-EQ.svg","https://nsearchives.nseindia.com/365d/SWANCORP-EQ.svg","NIFTY TOTAL MARKET"
"0","MPHASIS","MPHASISEQN","2099.6","2138.2","2056.7","2117","2063.6","53.4","2.59","241085925753.96","3037.2","2030.5","747214","0","1576733622.1","","30.29764256552087","-4.260034474267422","-14.74","-4.77","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/MPHASISEQN.svg","https://nsearchives.nseindia.com/30d/MPHASIS-EQ.svg","https://nsearchives.nseindia.com/365d/MPHASIS-EQ.svg","NIFTY TOTAL MARKET"
"0","DMART","DMARTEQN","3730","3820.5","3685.1","3759.8","3655.6","104.2","2.85","552093432693.78","4949.5","3529","416887","0","1564564404.39","","24.036771391049598","-6.540096344573539","-3.72","-2.33","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/DMARTEQN.svg","https://nsearchives.nseindia.com/30d/DMART-EQ.svg","https://nsearchives.nseindia.com/365d/DMART-EQ.svg","NIFTY TOTAL MARKET"
"0","BDL","BDLEQN","1185.1","1194.1","1153","1175","1158.5","16.5","1.42","107994306914.06","2096.6","1141.2","1309157","0","1537644171.21","","43.956882571782884","-2.961794602173147","-13.58","-5.25","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/BDLEQN.svg","https://nsearchives.nseindia.com/30d/BDL-EQ.svg","https://nsearchives.nseindia.com/365d/BDL-EQ.svg","NIFTY TOTAL MARKET"
"0","BIOCON","BIOCONEQN","374","377.2","367.1","369.9","367.15","2.75","0.75","263257260177.26","424.95","299","4115023","0","1523587265.75","","12.954465231203674","-23.712374581939795","5.9","-5.34","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/BIOCONEQN.svg","https://nsearchives.nseindia.com/30d/BIOCON-EQ.svg","https://nsearchives.nseindia.com/365d/BIOCON-EQ.svg","NIFTY TOTAL MARKET"
"0","LAURUSLABS","LAURUSLABSEQN","978","1001.5","966","992","961.4","30.6","3.18","384349001897.44","1141","517.65","1521765","0","1501449437.25","","13.058720420683612","-91.635274799575","59.23","-3.55","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/LAURUSLABSEQN.svg","https://nsearchives.nseindia.com/30d/LAURUSLABS-EQ.svg","https://nsearchives.nseindia.com/365d/LAURUSLABS-EQ.svg","NIFTY TOTAL MARKET"
"0","TATACONSUM","TATACONSUMEQN","1030.9","1059.5","1022.8","1055","1023.6","31.4","3.07","685015087653.23","1220.9","952.5","1423695","0","1490053423.95","","13.588336473093625","-10.761154855643044","8.71","-10.44","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/TATACONSUMEQN.svg","https://nsearchives.nseindia.com/30d/TATACONSUM-EQ.svg","https://nsearchives.nseindia.com/365d/TATACONSUM-EQ.svg","NIFTY TOTAL MARKET"
"0","IDFCFIRSTB","IDFCFIRSTBEQN","61.63","62.45","60.95","62.04","60.24","1.8","2.99","409775090308.82","87","52.46","24090882","0","1489057416.42","","28.689655172413794","-18.261532596263816","7.17","-12.58","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/IDFCFIRSTBEQN.svg","https://nsearchives.nseindia.com/30d/IDFCFIRSTB-EQ.svg","https://nsearchives.nseindia.com/365d/IDFCFIRSTB-EQ.svg","NIFTY TOTAL MARKET"
"0","COCHINSHIP","COCHINSHIPEQN","1319","1321.9","1283.2","1308","1269.2","38.8","3.06","110404831610.72","2545","1224.55","1136361","0","1479337477.02","","48.60510805500982","-6.8147482748764885","-11.92","-12.21","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/COCHINSHIPEQN.svg","https://nsearchives.nseindia.com/30d/COCHINSHIP-EQ.svg","https://nsearchives.nseindia.com/365d/COCHINSHIP-EQ.svg","NIFTY TOTAL MARKET"
"0","BELRISE","BELRISEEQN","187","197.69","184.6","193.99","183.17","10.82","5.91","46342069150.9","200.9","89.15","7676790","0","1472485089.9","","3.4395221503235422","-117.59955131800336","0","5.81","","24-Feb-2026","https://nsearchives.nseindia.com/today/BELRISEEQN.svg","https://nsearchives.nseindia.com/30d/BELRISE-EQ.svg","","NIFTY TOTAL MARKET"
"0","HSCL","HSCLEQN","439.85","451.9","431","443","438.15","4.85","1.11","103680031183.1","534.45","365.35","3325540","0","1466862438.6","","17.111048741697076","-21.253592445600102","-3.29","-9.26","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/HSCLEQN.svg","https://nsearchives.nseindia.com/30d/HSCL-EQ.svg","https://nsearchives.nseindia.com/365d/HSCL-EQ.svg","NIFTY TOTAL MARKET"
"0","PETRONET","PETRONETEQN","243.1","244.5","236.25","241.6","238.05","3.55","1.49","180580306594.04","326.5","235.35","6096343","0","1465134113.19","","26.003062787136294","-2.655619290418526","-20.58","-21.55","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/PETRONETEQN.svg","https://nsearchives.nseindia.com/30d/PETRONET-EQ.svg","https://nsearchives.nseindia.com/365d/PETRONET-EQ.svg","NIFTY TOTAL MARKET"
"0","KEI","KEIEQN","4123.5","4142.5","4000","4100","3990.5","109.5","2.74","252214111132.87","5303","2424","356052","0","1454443935.84","","22.685272487271355","-69.14191419141915","42.23","-14.24","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/KEIEQN.svg","https://nsearchives.nseindia.com/30d/KEI-EQ.svg","https://nsearchives.nseindia.com/365d/KEI-EQ.svg","NIFTY TOTAL MARKET"
"0","MANKIND","MANKINDEQN","1952.9","1993.6","1917","1978.5","1927.4","51.1","2.65","223162992832.61","2716.5","1909.7","728680","0","1429611865.6","","27.167310877967974","-3.602660103681204","-16.59","-3.71","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/MANKINDEQN.svg","https://nsearchives.nseindia.com/30d/MANKIND-EQ.svg","https://nsearchives.nseindia.com/365d/MANKIND-EQ.svg","NIFTY TOTAL MARKET"
"0","ANGELONE","ANGELONEEQN","226.99","231.49","223.15","230","220.91","9.09","4.11","147936873210.71","328.5","205.7","6207473","0","1413441602.1","","29.984779299847794","-11.813320369470107","-3.16","-6.51","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/ANGELONEEQN.svg","https://nsearchives.nseindia.com/30d/ANGELONE-EQ.svg","https://nsearchives.nseindia.com/365d/ANGELONE-EQ.svg","NIFTY TOTAL MARKET"
"0","JPPOWER","JPPOWEREQN","15.04","15.18","14.64","14.92","14.67","0.25","1.7","72435533994.61","27.7","12.52","93767026","0","1395253346.88","","46.13718411552347","-19.16932907348243","-0.47","3.68","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/JPPOWEREQN.svg","https://nsearchives.nseindia.com/30d/JPPOWER-EQ.svg","https://nsearchives.nseindia.com/365d/JPPOWER-EQ.svg","NIFTY TOTAL MARKET"
"0","NAUKRI","NAUKRIEQN","985","996.9","962","991.6","974.7","16.9","1.73","384185244168.87","1550","930.5","1408155","0","1384005141.75","","36.0258064516129","-6.566362170875875","-30.18","-2.58","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/NAUKRIEQN.svg","https://nsearchives.nseindia.com/30d/NAUKRI-EQ.svg","https://nsearchives.nseindia.com/365d/NAUKRI-EQ.svg","NIFTY TOTAL MARKET"
"0","DIVISLAB","DIVISLABEQN","6090","6092","5946","6020","6013.5","6.5","0.11","762784680589.53","7071.5","4955","228968","0","1378632355.76","","14.869546772254825","-21.493440968718467","1.85","-3.76","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/DIVISLABEQN.svg","https://nsearchives.nseindia.com/30d/DIVISLAB-EQ.svg","https://nsearchives.nseindia.com/365d/DIVISLAB-EQ.svg","NIFTY TOTAL MARKET"
"0","JSWSTEEL","JSWSTEELEQN","1131.9","1142.7","1112","1136.5","1109.6","26.9","2.42","1064728346919.87","1284.7","905.2","1218013","0","1375489900.77","","11.53576710516074","-25.552364118426862","7.08","-9.41","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/JSWSTEELEQN.svg","https://nsearchives.nseindia.com/30d/JSWSTEEL-EQ.svg","https://nsearchives.nseindia.com/365d/JSWSTEEL-EQ.svg","NIFTY TOTAL MARKET"
"0","JINDALSTEL","JINDALSTELEQN","1129.4","1138.5","1111","1125","1106.2","18.8","1.7","419238611347.33","1272.1","770","1222265","0","1374119203.6","","11.563556324188344","-46.103896103896105","21.92","-8.78","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/JINDALSTELEQN.svg","https://nsearchives.nseindia.com/30d/JINDALSTEL-EQ.svg","https://nsearchives.nseindia.com/365d/JINDALSTEL-EQ.svg","NIFTY TOTAL MARKET"
"0","MARICO","MARICOEQN","732","745.4","724.45","743","725.3","17.7","2.44","391655648592.19","813.5","622.2","1852576","0","1364570430.08","","8.666256914566688","-19.41497910639665","17.4","-8.31","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/MARICOEQN.svg","https://nsearchives.nseindia.com/30d/MARICO-EQ.svg","https://nsearchives.nseindia.com/365d/MARICO-EQ.svg","NIFTY TOTAL MARKET"
"0","WEBELSOLAR","WEBELSOLAREQN","77","79.48","73.35","75.8","76.56","-0.76","-0.99","23128561634.73","158.99","50.4","17832871","0","1361718029.56","","52.32404553745519","-50.3968253968254","-22.84","24.06","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/WEBELSOLAREQN.svg","https://nsearchives.nseindia.com/30d/WEBELSOLAR-EQ.svg","https://nsearchives.nseindia.com/365d/WEBELSOLAR-EQ.svg","NIFTY TOTAL MARKET"
"0","BAJAJHFL","BAJAJHFLEQN","79.5","79.69","76.85","78.8","78.51","0.29","0.37","73585126747.14","136.96","76.85","17386476","0","1355101939.44","","42.464953271028044","-2.5374105400130165","-35.22","-9.76","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/BAJAJHFLEQN.svg","https://nsearchives.nseindia.com/30d/BAJAJHFL-EQ.svg","https://nsearchives.nseindia.com/365d/BAJAJHFL-EQ.svg","NIFTY TOTAL MARKET"
"0","POLICYBZR","POLICYBZREQN","1461","1487.5","1438.3","1465.9","1434.4","31.5","2.2","498454575737.92","1978","1364","927309","0","1354455344.67","","25.889787664307377","-7.470674486803525","-12.62","-1.92","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/POLICYBZREQN.svg","https://nsearchives.nseindia.com/30d/POLICYBZR-EQ.svg","https://nsearchives.nseindia.com/365d/POLICYBZR-EQ.svg","NIFTY TOTAL MARKET"
"0","GMRAIRPORT","GMRAIRPORTEQN","88","90.34","86.95","89","84.77","4.23","4.99","316681269495.44","110.36","74.96","15094837","0","1338006351.68","","19.35483870967742","-18.72998932764142","14.22","-12.49","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/GMRAIRPORTEQN.svg","https://nsearchives.nseindia.com/30d/GMRAIRPORT-EQ.svg","https://nsearchives.nseindia.com/365d/GMRAIRPORT-EQ.svg","NIFTY TOTAL MARKET"
"0","LTM","LTMEQN","4210","4240","4105.7","4222","4105.6","116.4","2.84","390436050308.42","6429.5","3802","317949","0","1329990205.47","","34.33392954351038","-11.046817464492372","-8.62","-6.2","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/LTMEQN.svg","https://nsearchives.nseindia.com/30d/LTM-EQ.svg","https://nsearchives.nseindia.com/365d/LTM-EQ.svg","NIFTY TOTAL MARKET"
"0","LICHSGFIN","LICHSGFINEQN","468","481","466.8","477.35","460.7","16.65","3.61","143139075045.05","646.5","458.9","2779618","0","1319873811.12","","26.163959783449336","-4.020483765526269","-17.46","-10.28","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/LICHSGFINEQN.svg","https://nsearchives.nseindia.com/30d/LICHSGFIN-EQ.svg","https://nsearchives.nseindia.com/365d/LICHSGFIN-EQ.svg","NIFTY TOTAL MARKET"
"0","ITCHOTELS","ITCHOTELSEQN","145","147.69","138.96","145.2","140.11","5.09","3.63","135001661970.58","261.62","138.96","8908183","0","1272444859.72","","44.49965598960325","-4.490500863557844","-25.72","-19.17","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/ITCHOTELSEQN.svg","https://nsearchives.nseindia.com/30d/ITCHOTELS-EQ.svg","https://nsearchives.nseindia.com/365d/ITCHOTELS-EQ.svg","NIFTY TOTAL MARKET"
"0","INDIANB","INDIANBEQN","850","876.85","850","870.7","838.2","32.5","3.88","306838893652.56","1000","517.85","1433333","0","1242857377.63","","12.929999999999996","-68.13749155160761","58.89","-11.68","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/INDIANBEQN.svg","https://nsearchives.nseindia.com/30d/INDIANB-EQ.svg","https://nsearchives.nseindia.com/365d/INDIANB-EQ.svg","NIFTY TOTAL MARKET"
"0","HFCL","HFCLEQN","68.1","70.39","66.55","69.48","66.49","2.99","4.5","74244896387.27","93.96","59.82","18090046","0","1241881657.9","","26.053639846743287","-16.14844533600803","-18.2","0.12","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/HFCLEQN.svg","https://nsearchives.nseindia.com/30d/HFCL-EQ.svg","https://nsearchives.nseindia.com/365d/HFCL-EQ.svg","NIFTY TOTAL MARKET"
"0","NYKAA","NYKAAEQN","238.2","241.85","233.2","240","234.75","5.25","2.24","327081249388.91","285.6","165.97","5130420","0","1228017331.2","","15.966386554621854","-44.60444658673254","38.53","-8.17","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/NYKAAEQN.svg","https://nsearchives.nseindia.com/30d/NYKAA-EQ.svg","https://nsearchives.nseindia.com/365d/NYKAA-EQ.svg","NIFTY TOTAL MARKET"
"0","TORNTPHARM","TORNTPHARMEQN","4200","4339.9","4161.2","4247.6","4213.9","33.7","0.8","443016415673.71","4482.9","3101.6","288474","0","1220692154.7","","5.248834459836251","-36.94867165334023","29.84","-3.42","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/TORNTPHARMEQN.svg","https://nsearchives.nseindia.com/30d/TORNTPHARM-EQ.svg","https://nsearchives.nseindia.com/365d/TORNTPHARM-EQ.svg","NIFTY TOTAL MARKET"
"0","SBICARD","SBICARDEQN","668","684.05","659.35","673","653.3","19.7","3.02","201177435499.8","1027.25","650.05","1813215","0","1220057977.05","","34.485276222925286","-3.5304976540266204","-21.24","-13.67","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SBICARDEQN.svg","https://nsearchives.nseindia.com/30d/SBICARD-EQ.svg","https://nsearchives.nseindia.com/365d/SBICARD-EQ.svg","NIFTY TOTAL MARKET"
"0","TATAELXSI","TATAELXSIEQN","4216","4280","4100","4160","4130.6","29.4","0.71","142747576303.25","6735","4021.6","291011","0","1215055318.19","","38.23311061618411","-3.441416351700818","-26.11","-7.51","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/TATAELXSIEQN.svg","https://nsearchives.nseindia.com/30d/TATAELXSI-EQ.svg","https://nsearchives.nseindia.com/365d/TATAELXSI-EQ.svg","NIFTY TOTAL MARKET"
"0","BANDHANBNK","BANDHANBNKEQN","151.65","151.89","145.91","149.64","148.34","1.3","0.88","131660717117.66","192.48","134.25","8127874","0","1212760079.54","","22.2568578553616","-11.463687150837979","1.54","-17.12","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/BANDHANBNKEQN.svg","https://nsearchives.nseindia.com/30d/BANDHANBNK-EQ.svg","https://nsearchives.nseindia.com/365d/BANDHANBNK-EQ.svg","NIFTY TOTAL MARKET"
"0","NESTLEIND","NESTLEINDEQN","1180","1195.1","1163.2","1186.7","1166.8","19.9","1.71","848492392818.68","1340.4","1074","1001494","0","1185147969.72","","11.466726350343183","-10.49348230912477","4.85","-10.1","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/NESTLEINDEQN.svg","https://nsearchives.nseindia.com/30d/NESTLEIND-EQ.svg","https://nsearchives.nseindia.com/365d/NESTLEIND-EQ.svg","NIFTY TOTAL MARKET"
"0","WOCKPHARMA","WOCKPHARMAEQN","1130","1161.6","1114","1137","1100.3","36.7","3.34","93661205076.96","1868.8","1086.7","1034234","0","1177444381.98","","39.15881849315068","-4.628692371399646","-23.07","-16.52","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/WOCKPHARMAEQN.svg","https://nsearchives.nseindia.com/30d/WOCKPHARMA-EQ.svg","https://nsearchives.nseindia.com/365d/WOCKPHARMA-EQ.svg","NIFTY TOTAL MARKET"
"0","BLUESTARCO","BLUESTARCOEQN","1640","1678.9","1625","1665.1","1621.1","44","2.71","215471072742.52","2269.8","1521","710170","0","1171744991.5","","26.64111375451583","-9.474030243261007","-24.69","-15.02","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/BLUESTARCOEQN.svg","https://nsearchives.nseindia.com/30d/BLUESTARCO-EQ.svg","https://nsearchives.nseindia.com/365d/BLUESTARCO-EQ.svg","NIFTY TOTAL MARKET"
"0","HYUNDAI","HYUNDAIEQN","1882.6","1887","1826","1851","1867.5","-16.5","-0.88","263199367790.35","2890","1541.7","620467","0","1151022127.03","","35.951557093425606","-20.062268923915155","5.23","-14.3","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/HYUNDAIEQN.svg","https://nsearchives.nseindia.com/30d/HYUNDAI-EQ.svg","https://nsearchives.nseindia.com/365d/HYUNDAI-EQ.svg","NIFTY TOTAL MARKET"
"0","GLENMARK","GLENMARKEQN","2103","2137.1","2078.3","2098","2089","9","0.43","315056186061.05","2297.9","1336","540486","0","1135512442.26","","8.699247138691852","-57.035928143712574","40.56","1.91","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/GLENMARKEQN.svg","https://nsearchives.nseindia.com/30d/GLENMARK-EQ.svg","https://nsearchives.nseindia.com/365d/GLENMARK-EQ.svg","NIFTY TOTAL MARKET"
"0","OFSS","OFSSEQN","6610","6675","6468","6575","6445","130","2.02","155993225247.58","9950","6234.5","167921","0","1106424752.16","","33.91959798994975","-5.461544630684097","-17.41","1.87","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/OFSSEQN.svg","https://nsearchives.nseindia.com/30d/OFSS-EQ.svg","https://nsearchives.nseindia.com/365d/OFSS-EQ.svg","NIFTY TOTAL MARKET"
