Index,priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,stockIndClosePrice,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,Yesterday Vol,,change%
NIFTY MIDCAP 150,0,NLCINDIA,NLCINDIAEQN,242.25,242.79,232.78,236,242.25,-6.25,-2.58,76783421458,301.45,186.03,734135,0,174063408.5,,21.71172665,-26.86125894,-15.84,31-Jul-24,https://nsearchives.nseindia.com/365d/NLCINDIA-EQ.svg,01-Jul-25,6.66,1053999,-319864,-30.35%
NIFTY MIDCAP 150,0,GICRE,GICREEQN,395.95,396,382,382,392.15,-10.15,-2.59,1.18E+11,525.5,347,491653,0,190171380.4,,27.30732636,-10.08645533,-8.79,31-Jul-24,https://nsearchives.nseindia.com/365d/GICRE-EQ.svg,01-Jul-25,2.68,2141966,-1650313,-77.05%
NIFTY MIDCAP 150,0,SONACOMS,SONACOMSEQN,450,453.65,435.3,437.65,449.55,-11.9,-2.65,1.96E+11,768.65,380,1490890,0,660091547.5,,43.0625122,-15.17105263,-33.82,31-Jul-24,https://nsearchives.nseindia.com/365d/SONACOMS-EQ.svg,01-Jul-25,-5.54,8040816,-6549926,-81.46%
NIFTY MIDCAP 150,0,LICHSGFIN,LICHSGFINEQN,585.95,587,560.4,570,586.05,-16.05,-2.74,1.71E+11,778.85,483.7,2495374,0,1441752236,,26.81517622,-17.84163738,-23.62,31-Jul-24,https://nsearchives.nseindia.com/365d/LICHSGFIN-EQ.svg,01-Jul-25,-4.14,1636644,858730,52.47%
NIFTY MIDCAP 150,0,PETRONET,PETRONETEQN,288.2,288.9,280,280.1,288.2,-8.1,-2.81,2.09E+11,384.2,269.6,1103756,0,312219459.7,,27.09526288,-3.894658754,-21.79,31-Jul-24,https://nsearchives.nseindia.com/365d/PETRONET-EQ.svg,01-Jul-25,-3.92,1368944,-265188,-19.37%
NIFTY MIDCAP 150,0,FLUOROCHEM,FLUOROCHEMEQN,3576.1,3585.6,3480,3492.9,3594,-101.1,-2.81,1.42E+11,4880.95,3105.1,44988,0,158403197.9,,28.43811143,-12.48913078,6.16,31-Jul-24,https://nsearchives.nseindia.com/365d/FLUOROCHEM-EQ.svg,01-Jul-25,0.88,93320,-48332,-51.79%
NIFTY MIDCAP 150,0,ENDURANCE,ENDURANCEEQN,2536.8,2545.8,2466.8,2470,2551.7,-71.7,-2.82,86858613766,3030,1675,24753,0,61937946.72,,18.48184818,-47.46268657,-1.89,31-Jul-24,https://nsearchives.nseindia.com/365d/ENDURANCE-EQ.svg,01-Jul-25,-11.54,48560,-23807,-49.03%
NIFTY MIDCAP 150,0,GUJGASLTD,GUJGASLTDEQN,445,452.35,425.2,428,440.5,-12.5,-2.84,73582317846,689.95,360.25,398711,0,173491117.4,,37.96651931,-18.80638446,-35.12,31-Jul-24,https://nsearchives.nseindia.com/365d/GUJGASLTD-EQ.svg,01-Jul-25,-8.27,296352,102359,34.54%
NIFTY MIDCAP 150,0,GODREJIND,GODREJINDEQN,1147.4,1147.4,1106.2,1114,1147.4,-33.4,-2.91,54191448258,1390,766,40474,0,45544582.72,,19.85611511,-45.4308094,26.54,31-Jul-24,https://nsearchives.nseindia.com/365d/GODREJIND-EQ.svg,01-Jul-25,-4.93,82748,-42274,-51.09%
NIFTY MIDCAP 150,0,ESCORTS,ESCORTSEQN,3380,3423.8,3251.9,3260,3359.2,-99.2,-2.95,1.08E+11,4420,2776.4,49562,0,165707077.7,,26.24434389,-17.41823945,-19.51,31-Jul-24,https://nsearchives.nseindia.com/365d/ESCORTS-EQ.svg,01-Jul-25,1.19,41565,7997,19.24%
NIFTY MIDCAP 150,0,BANDHANBNK,BANDHANBNKEQN,168,168.58,163,163.01,168.08,-5.07,-3.02,1.38E+11,219.9,128.16,3579216,0,592503416.6,,25.87085039,-27.19257179,-22.93,31-Jul-24,https://nsearchives.nseindia.com/365d/BANDHANBNK-EQ.svg,01-Jul-25,-10.21,7725352,-4146136,-53.67%
NIFTY MIDCAP 150,0,LUPIN,LUPINEQN,1931,1931,1860.7,1870,1929.1,-59.1,-3.06,4.51E+11,2402.9,1795.2,1243065,0,2334128012,,22.17736901,-4.166666667,0.9,31-Jul-24,https://nsearchives.nseindia.com/365d/LUPIN-EQ.svg,01-Jul-25,-1.62,1105512,137553,12.44%
NIFTY MIDCAP 150,0,SAIL,SAILEQN,123.82,124.48,119.75,120.3,124.2,-3.9,-3.14,1.73E+11,156.35,99.15,13111620,0,1593979643,,23.05724336,-21.33131619,-18.84,31-Jul-24,https://nsearchives.nseindia.com/365d/SAIL-EQ.svg,01-Jul-25,-6.85,13387143,-275523,-2.06%
NIFTY MIDCAP 150,0,COCHINSHIP,COCHINSHIPEQN,1767,1772.9,1710,1715,1770.8,-55.8,-3.15,1.45E+11,2702.2,1180.2,622282,0,1082167066,,36.53319517,-45.3143535,-32.42,31-Jul-24,https://nsearchives.nseindia.com/365d/COCHINSHIP-EQ.svg,01-Jul-25,-13.42,967856,-345574,-35.71%
NIFTY MIDCAP 150,0,MAHABANK,MAHABANKEQN,56.08,56.28,54.01,54.3,56.08,-1.78,-3.17,85192121812,67.89,42,6696783,0,369729389.4,,20.01767565,-29.28571429,-16.22,31-Jul-24,https://nsearchives.nseindia.com/365d/MAHABANK-EQ.svg,01-Jul-25,-3.86,4937477,1759306,35.63%
NIFTY MIDCAP 150,0,ABBOTINDIA,ABBOTINDIAEQN,34550,34815,33205,33275,34405,-1130,-3.28,1.73E+11,37000,25325,7114,0,241472849.6,,10.06756757,-31.39190523,21.21,31-Jul-24,https://nsearchives.nseindia.com/365d/ABBOTINDIA-EQ.svg,01-Jul-25,-0.75,6195,919,14.83%
NIFTY MIDCAP 150,0,FEDERALBNK,FEDERALBNKEQN,202.68,202.92,194.41,195.61,202.43,-6.82,-3.37,4.79E+11,220,172.66,10948324,0,2166125903,,11.08636364,-13.292019,0.52,31-Jul-24,https://nsearchives.nseindia.com/365d/FEDERALBNK-EQ.svg,01-Jul-25,-7.45,8617317,2331007,27.05%
NIFTY MIDCAP 150,0,BDL,BDLEQN,1615,1616,1556.1,1563,1619,-56,-3.46,1.44E+11,2096.6,890,852808,0,1350523805,,25.45072975,-75.61797753,10.88,31-Jul-24,https://nsearchives.nseindia.com/365d/BDL-EQ.svg,01-Jul-25,-18.24,818584,34224,4.18%
NIFTY MIDCAP 150,0,HINDPETRO,HINDPETROEQN,420.9,421,402.1,403.8,418.45,-14.65,-3.5,3.87E+11,457.15,287.55,3787580,0,1548892965,,11.67013015,-40.4277517,6.68,31-Jul-24,https://nsearchives.nseindia.com/365d/HINDPETRO-EQ.svg,01-Jul-25,-4.99,9826520,-6038940,-61.46%
NIFTY MIDCAP 150,0,TATACOMM,TATACOMMEQN,1720.1,1732.2,1660,1663,1724.7,-61.7,-3.58,1.95E+11,2175,1291,214125,0,360899122.5,,23.54022989,-28.81487219,-13.36,31-Jul-24,https://nsearchives.nseindia.com/365d/TATACOMM-EQ.svg,01-Jul-25,-0.06,622290,-408165,-65.59%
NIFTY MIDCAP 150,0,LLOYDSME,LLOYDSMEEQN,1497,1500.8,1423.6,1450.4,1504.7,-54.3,-3.61,1.90E+11,1612,705,297168,0,434661690.2,,10.0248139,-105.7304965,105.71,31-Jul-24,https://nsearchives.nseindia.com/365d/LLOYDSME-EQ.svg,01-Jul-25,-4.79,448451,-151283,-33.73%
NIFTY MIDCAP 150,0,ALKEM,ALKEMEQN,5032,5036,4840,4848,5031.1,-183.5,-3.65,2.60E+11,6439.9,4491.65,220552,0,1080598935,,24.71932794,-7.933610143,-5.24,31-Jul-24,https://nsearchives.nseindia.com/365d/ALKEM-EQ.svg,01-Jul-25,3.76,118293,102259,86.45%
NIFTY MIDCAP 150,0,COROMANDEL,COROMANDELEQN,2673,2688.3,2577.3,2590,2691.4,-101.4,-3.77,3.05E+11,2718.9,1545.65,366913,0,963634619.3,,4.740887859,-67.56704299,61.94,31-Jul-24,https://nsearchives.nseindia.com/365d/COROMANDEL-EQ.svg,01-Jul-25,15.73,787078,-420165,-53.38%
NIFTY MIDCAP 150,0,BALKRISIND,BALKRISINDEQN,2698.1,2698.1,2556,2574,2676.2,-102.2,-3.82,2.06E+11,3375,2152.05,370249,0,966283245.2,,23.73333333,-19.60688646,-19.47,31-Jul-24,https://nsearchives.nseindia.com/365d/BALKRISIND-EQ.svg,01-Jul-25,8.05,388204,-17955,-4.63%
NIFTY MIDCAP 150,0,IDEA,IDEAEQN,6.9,6.9,6.55,6.64,6.91,-0.27,-3.91,1.83E+11,16.55,6.29,496324827,0,3335302837,,59.87915408,-5.564387917,-57.53,31-Jul-24,https://nsearchives.nseindia.com/365d/IDEA-EQ.svg,01-Jul-25,-7.25,355228408,141096419,39.72%
NIFTY MIDCAP 150,0,PAGEIND,PAGEINDEQN,48135,48135,46500,46865,48805,-1940,-3.98,2.95E+11,50590,38850,27452,0,1297575057,,7.36311524,-20.63063063,15.11,31-Jul-24,https://nsearchives.nseindia.com/365d/PAGEIND-EQ.svg,01-Jul-25,1.27,25534,1918,7.51%
NIFTY MIDCAP 150,0,GLAND,GLANDEQN,2060,2062,1951.5,1975.7,2064.8,-89.1,-4.32,1.57E+11,2220.95,1277.8,167710,0,337083683.2,,11.04257187,-54.617311,-3.59,31-Jul-24,https://nsearchives.nseindia.com/365d/GLAND-EQ.svg,01-Jul-25,9.95,693215,-525505,-75.81%
NIFTY MIDCAP 150,0,THERMAX,THERMAXEQN,3940.4,3950,3760,3767,3940.4,-173.4,-4.4,1.46E+11,5719,2950.05,179535,0,693267221.1,,34.13184123,-27.69275097,-22.31,31-Jul-24,https://nsearchives.nseindia.com/365d/THERMAX-EQ.svg,01-Jul-25,17.39,170040,9495,5.58%
NIFTY MIDCAP 150,0,INDUSTOWER,INDUSTOWEREQN,363.05,364.2,343.85,345.3,363,-17.7,-4.88,4.55E+11,460.35,312.75,6251009,0,2204480834,,24.99185402,-10.40767386,-16.2,31-Jul-24,https://nsearchives.nseindia.com/365d/INDUSTOWER-EQ.svg,01-Jul-25,-13.64,12526255,-6275246,-50.10%
NIFTY MIDCAP 150,0,AUROPHARMA,AUROPHARMAEQN,1142,1144,1075.3,1080.9,1139.8,-58.9,-5.17,3.01E+11,1592,1010,2025491,0,2217203723,,32.10427136,-7.01980198,-20.52,31-Jul-24,https://nsearchives.nseindia.com/365d/AUROPHARMA-EQ.svg,01-Jul-25,0.64,5490626,-3465135,-63.11%
NIFTY MIDCAP 150,0,NIACL,NIACLEQN,198,202,187,188.49,199.78,-11.29,-5.65,45236957626,302.9,135.6,6438130,0,1252602573,,37.77154176,-39.00442478,-31.79,31-Jul-24,https://nsearchives.nseindia.com/365d/NIACL-EQ.svg,01-Jul-25,4.63,46150949,-39712819,-86.05%
NIFTY MIDCAP 150,0,UPL,UPLEQN,703.95,713.9,658,660,703.8,-43.8,-6.22,3.33E+11,735.85,484.9,6828070,0,4670195038,,10.3078073,-36.11053826,23.03,31-Jul-24,https://nsearchives.nseindia.com/365d/UPL-EQ.svg,01-Jul-25,4.88,2497511,4330559,173.39%
NIFTY MIDCAP 150,0,KPRMILL,KPRMILLEQN,1140,1140.1,1065,1067,1140,-73,-6.4,1.07E+11,1389,755.5,520379,0,564897423.5,,23.18214543,-41.23097287,31.05,31-Jul-24,https://nsearchives.nseindia.com/365d/KPRMILL-EQ.svg,01-Jul-25,2.91,634954,-114575,-18.04%
NIFTY MIDCAP 150,0,GLAXO,GLAXOEQN,3162.9,3184.3,2890,2900,3162.6,-262.6,-8.3,1.20E+11,3515.7,1921,282736,0,846850867.2,,17.51287084,-50.96304008,15.82,31-Jul-24,https://nsearchives.nseindia.com/365d/GLAXO-EQ.svg,01-Jul-25,-5.69,65839,216897,329.44%
NIFTY MIDCAP 50,1,NIFTY MIDCAP 50,NIFTY MIDCAP 50,16210.85,16222.2,15937.8,15963.15,16212.45,-249.3,-1.54,179038761.4,17066.75,13269.65,690692398,0,78117313119,01-08-2025 16:00,6.466374676,-20.29819927,-2.7,31-Jul-24,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,01-Jul-25,-3.79,#N/A,#N/A,#N/A
NIFTY MIDCAP 100,1,NIFTY MIDCAP 100,NIFTY MIDCAP 100,57420.6,57515.75,56548.25,56637.15,57400.55,-763.4,-1.33,272497880.8,60925.95,46865.7,1148907387,0,1.58E+11,01-08-2025 16:00,7.039365,-20.84989662,-2.7,31-Jul-24,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,01-Jul-25,-3.93,#N/A,#N/A,#N/A
NIFTY TOTAL MARKET,1,NIFTY TOTAL MARKET,NIFTY TOTAL MARKET,12898.75,12907.65,12752.4,12767.2,12905.8,-138.6,-1.07,1956950888,13842.6,7145.35,2529487908,0,8.26E+11,01-08-2025 16:00,7.768771763,-78.67844122,-2.64,31-Jul-24,https://nsearchives.nseindia.com/365d/NIFTY-TOTAL-MKT.svg,01-Jul-25,-2.9,#N/A,#N/A,#N/A
NIFTY TOTAL MARKET,0,SKIPPER,SKIPPEREQN,496.45,548,491.3,515.8,485.65,30.15,6.21,19497550573,665,342.5,14575406,0,7711410052,,22.43609023,-50.59854015,17.86,31-Jul-24,https://nsearchives.nseindia.com/365d/SKIPPER-EQ.svg,01-Jul-25,-4.64,1627267,12948139,795.70%
NIFTY TOTAL MARKET,0,CEIGALL,CEIGALLEQN,249.95,269.3,246.47,264,249.7,14.3,5.73,8252138617,424.8,235.95,1034575,0,271772506.8,,37.85310734,-11.88811189,-,-,-,01-Jul-25,-8.03,224720,809855,360.38%
NIFTY TOTAL MARKET,0,NETWEB,NETWEBEQN,2092.9,2295,2075,2139,2031.5,107.5,5.29,35106606072,3060,1251.55,10151523,0,22405527929,,30.09803922,-70.90807399,-12,31-Jul-24,https://nsearchives.nseindia.com/365d/NETWEB-EQ.svg,01-Jul-25,8.57,779651,9371872,1202.06%
NIFTY TOTAL MARKET,0,RADICO,RADICOEQN,2768,2940,2750,2875,2734.5,140.5,5.14,2.24E+11,2940,1628,2609065,0,7478467372,,2.210884354,-76.5970516,58.66,31-Jul-24,https://nsearchives.nseindia.com/365d/RADICO-EQ.svg,01-Jul-25,6.43,1115600,1493465,133.87%
NIFTY TOTAL MARKET,0,ORCHPHARMA,ORCHPHARMAEQN,777.4,777.4,777.4,777.4,740.4,37,5,11893097278,1997.4,603.8,70602,0,54885994.8,,61.07940322,-28.75124213,-47.07,31-Jul-24,https://nsearchives.nseindia.com/365d/ORCHPHARMA-EQ.svg,01-Jul-25,0.11,56730,13872,24.45%
NIFTY TOTAL MARKET,0,INDGN,INDGNEQN,562.95,584.7,557.05,570,543,27,4.97,43346713914,736.3,499,5474762,0,3149083102,,22.58590249,-14.22845691,-11.02,31-Jul-24,https://nsearchives.nseindia.com/365d/INDGN-EQ.svg,01-Jul-25,-5.62,898519,4576243,509.31%
NIFTY TOTAL MARKET,0,ZENTEC,ZENTECEQN,1465.9,1537.3,1465,1535,1464.1,70.9,4.84,69794159419,2627,945.35,915554,0,1395899406,,41.56832889,-62.37372402,-14.14,31-Jul-24,https://nsearchives.nseindia.com/365d/ZENTEC-EQ.svg,01-Jul-25,-25.98,2228698,-1313144,-58.92%
NIFTY TOTAL MARKET,0,CCL,CCLEQN,857.1,905,848,892.5,852.85,39.65,4.65,63118784316,915,525,834157,0,736443849,,2.459016393,-70,26.35,31-Jul-24,https://nsearchives.nseindia.com/365d/CCL-EQ.svg,01-Jul-25,1.77,270449,563708,208.43%
NIFTY TOTAL MARKET,0,GOPAL,GOPALEQN,347,369,346.15,361.3,346.75,14.55,4.2,7526329870,520,255.9,626982,0,226277803.8,,30.51923077,-41.18796405,-2.41,31-Jul-24,https://nsearchives.nseindia.com/365d/GOPAL-EQ.svg,01-Jul-25,-2.35,94205,532777,565.55%
NIFTY TOTAL MARKET,0,TBOTEK,TBOTEKEQN,1350,1430,1347.8,1405,1354.6,50.4,3.72,46572858806,2001,996,229757,0,324439859.7,,29.78510745,-41.06425703,-26.23,31-Jul-24,https://nsearchives.nseindia.com/365d/TBOTEK-EQ.svg,01-Jul-25,-6.42,41596,188161,452.35%
NIFTY TOTAL MARKET,0,KAYNES,KAYNESEQN,6202.5,6488,6172,6363,6172,191,3.09,1.80E+11,7822,3825.15,2057574,0,13106520047,,18.65251854,-66.34641779,38.95,31-Jul-24,https://nsearchives.nseindia.com/365d/KAYNES-EQ.svg,01-Jul-25,0.51,3889665,-1832091,-47.10%
NIFTY TOTAL MARKET,0,ADVENZYMES,ADVENZYMESEQN,352,366.25,352,361.5,350.7,10.8,3.08,17174296855,571,257.9,1527336,0,550833728.4,,36.69001751,-40.17060876,-16.01,31-Jul-24,https://nsearchives.nseindia.com/365d/ADVENZYMES-EQ.svg,01-Jul-25,7.64,1151618,375718,32.63%
NIFTY TOTAL MARKET,0,RBA,RBAEQN,81.7,85.65,81.7,83.93,81.42,2.51,3.08,38940823095,116.5,59.4,2300946,0,193555577.5,,27.95708155,-41.2962963,-24.61,31-Jul-24,https://nsearchives.nseindia.com/365d/RBA-EQ.svg,01-Jul-25,-1.8,402466,1898480,471.71%
NIFTY TOTAL MARKET,0,APTUS,APTUSEQN,329,353.8,327.65,337.65,327.65,10,3.05,69142020884,401.65,267.95,4750847,0,1622034183,,15.93427113,-26.01231573,3.72,31-Jul-24,https://nsearchives.nseindia.com/365d/APTUS-EQ.svg,01-Jul-25,2.29,3679379,1071468,29.12%
NIFTY TOTAL MARKET,0,TI,TIEQN,493.4,514,488.55,505.25,492.2,13.05,2.65,53896608968,524,199.53,2303668,0,1163697890,,3.578244275,-153.2200672,95.55,31-Jul-24,https://nsearchives.nseindia.com/365d/TI-EQ.svg,01-Jul-25,42.58,2474633,-170965,-6.91%
NIFTY TOTAL MARKET,0,EUREKAFORB,EUREKAFORBEQN,561,578.3,560.95,572.95,558.15,14.8,2.65,39141533237,655.5,461.5,138055,0,78826643.9,,12.59344012,-24.14951246,-,-,-,01-Jul-25,-4.82,172922,-34867,-20.16%
NIFTY TOTAL MARKET,0,STYLAMIND,STYLAMINDEQN,1772.5,1799.7,1736.4,1794,1747.7,46.3,2.65,13953927116,2735,1464.25,35877,0,63275906.13,,34.40585009,-22.52006146,-11.56,31-Jul-24,https://nsearchives.nseindia.com/365d/STYLAMIND-EQ.svg,01-Jul-25,8.08,21584,14293,66.22%
NIFTY TOTAL MARKET,0,NETWORK18,NETWORK18EQN,55.26,60.9,55.26,56.76,55.5,1.26,2.27,36984195591,106,39.66,78282510,0,4648415444,,46.45283019,-43.11649017,-43.48,31-Jul-24,https://nsearchives.nseindia.com/365d/NETWORK18-EQ.svg,01-Jul-25,-4.19,3021753,75260757,2490.63%
NIFTY TOTAL MARKET,0,HBLENGINE,HBLENGINEEQN,589.8,605.85,581.9,600.15,587.2,12.95,2.21,67438760436,739.65,405,1325331,0,792163592,,18.86027175,-48.18518519,-,-,-,01-Jul-25,-5.35,752769,572562,76.06%
NIFTY TOTAL MARKET,0,BSOFT,BSOFTEQN,391.5,404.55,391.5,399.7,391.5,8.2,2.09,65701591120,715.55,331,1715256,0,686085247.4,,44.14087066,-20.75528701,-42.06,31-Jul-24,https://nsearchives.nseindia.com/365d/BSOFT-EQ.svg,01-Jul-25,-10.67,4570137,-2854881,-62.47%
NIFTY TOTAL MARKET,0,KFINTECH,KFINTECHEQN,1082.9,1124.2,1082.5,1104.9,1082.9,22,2.03,1.28E+11,1641.35,784.15,2136082,0,2356162528,,32.68346178,-40.90416374,23.8,31-Jul-24,https://nsearchives.nseindia.com/365d/KFINTECH-EQ.svg,01-Jul-25,-18.81,1360170,775912,57.05%
NIFTY TOTAL MARKET,0,KPIGREEN,KPIGREENEQN,523.95,534.2,517,523.15,512.75,10.4,2.03,51077486513,745.33,313.4,980533,0,514995542.3,,29.80961453,-66.92724952,-,-,-,01-Jul-25,-3.04,526101,454432,86.38%
NIFTY TOTAL MARKET,0,RAYMONDLSL,RAYMONDLSLEQN,1158,1179,1136.1,1171.5,1148.4,23.1,2.01,31622306336,3100,911.35,129829,0,151727257.4,,62.20967742,-28.54556427,-,-,-,01-Jul-25,-10.53,161028,-31199,-19.37%
NIFTY TOTAL MARKET,0,OLECTRA,OLECTRAEQN,1409.1,1482,1401.2,1437,1409,28,1.99,58628826229,1787,989.95,1831658,0,2663322315,,19.58589815,-45.15884641,-17.56,31-Jul-24,https://nsearchives.nseindia.com/365d/OLECTRA-EQ.svg,01-Jul-25,16.01,836029,995629,119.09%
NIFTY TOTAL MARKET,0,METROPOLIS,METROPOLISEQN,1996,2046.5,1992.3,2035,1995.3,39.7,1.99,52740565032,2318.3,1315,104260,0,212209761.4,,12.22016133,-54.75285171,-5.83,31-Jul-24,https://nsearchives.nseindia.com/365d/METROPOLIS-EQ.svg,01-Jul-25,16.66,66793,37467,56.09%
NIFTY TOTAL MARKET,0,MMTC,MMTCEQN,64.4,69.47,64.4,65.84,64.63,1.21,1.87,9936539880,113.6,44.5,1730537,0,116655499.2,,42.04225352,-47.95505618,-41.86,31-Jul-24,https://nsearchives.nseindia.com/365d/MMTC-EQ.svg,01-Jul-25,-10.24,426295,1304242,305.95%
NIFTY TOTAL MARKET,0,ZYDUSWELL,ZYDUSWELLEQN,2025,2111.2,2008.5,2065,2029.1,35.9,1.77,30106848662,2425,1493.2,79603,0,164732040.3,,14.84536082,-38.29359764,-15.38,31-Jul-24,https://nsearchives.nseindia.com/365d/ZYDUSWELL-EQ.svg,01-Jul-25,0.59,30082,49521,164.62%
NIFTY TOTAL MARKET,0,RHIM,RHIMEQN,502.6,537.7,502.6,509.45,501,8.45,1.69,30793721758,672,376.45,3531106,0,1857503000,,24.1889881,-35.33005711,-16.65,31-Jul-24,https://nsearchives.nseindia.com/365d/RHIM-EQ.svg,01-Jul-25,8.08,552710,2978396,538.87%
NIFTY TOTAL MARKET,0,NH,NHEQN,1915.2,1963.7,1911.2,1943,1915.2,32.3,1.69,1.32E+11,2370.2,1171,272815,0,530226865.1,,18.02379546,-65.9265585,52.45,31-Jul-24,https://nsearchives.nseindia.com/365d/NH-EQ.svg,01-Jul-25,-8.54,408346,-135531,-33.19%
NIFTY TOTAL MARKET,0,BALUFORGE,BALUFORGEBEN,648.45,648.45,618,628,617.6,10.4,1.68,29416637546,886.95,428.4,84383,0,53265924.92,,29.19555781,-46.59197012,-,-,-,01-Jul-25,-12.74,77674,6709,8.64%
NIFTY TOTAL MARKET,0,DATAMATICS,DATAMATICSEQN,977.15,1045.5,975,996.45,980.55,15.9,1.62,19734765284,1045.5,515.05,944683,0,966070623.1,,4.691535151,-93.46665372,50.6,31-Jul-24,https://nsearchives.nseindia.com/365d/DATAMATICS-EQ.svg,01-Jul-25,57.75,552273,392410,71.05%
NIFTY TOTAL MARKET,0,SHAILY,SHAILYEQN,1590,1618.2,1578,1612,1586.3,25.7,1.62,41637259629,2073.8,802.05,56588,0,90694153.48,,22.26829974,-100.984976,84.07,31-Jul-24,https://nsearchives.nseindia.com/365d/SHAILY-EQ.svg,01-Jul-25,-2.85,55665,923,1.66%
NIFTY TOTAL MARKET,0,AFCONS,AFCONSEQN,398.5,408,397.8,405.6,399.25,6.35,1.59,47585434340,570,390,776711,0,314606790.6,,28.84210526,-4,-,-,-,01-Jul-25,-7.88,660320,116391,17.63%
NIFTY TOTAL MARKET,0,MASTEK,MASTEKEQN,2430,2471.9,2416,2455,2416.7,38.3,1.58,33585543987,3375,1887,82757,0,202680168.7,,27.25925926,-30.10068892,-14.66,31-Jul-24,https://nsearchives.nseindia.com/365d/MASTEK-EQ.svg,01-Jul-25,-0.35,53167,29590,55.65%
NIFTY TOTAL MARKET,0,STARCEMENT,STARCEMENTEQN,239,249.95,239,242.8,239.26,3.54,1.48,20414584539,249.95,171.55,1709288,0,420946355.8,,2.860572114,-41.53308073,13.87,31-Jul-24,https://nsearchives.nseindia.com/365d/STARCEMENT-EQ.svg,01-Jul-25,11.77,774441,934847,120.71%
NIFTY TOTAL MARKET,0,TARIL,TARILEQN,515.05,536,507.05,518.7,511.2,7.5,1.47,55416728025,648.9,300.75,3864562,0,2017494592,,20.06472492,-72.46882793,-,-,-,01-Jul-25,8.47,775757,3088805,398.17%
NIFTY TOTAL MARKET,0,PNCINFRA,PNCINFRAEQN,313.3,319.8,310.9,317.4,313.3,4.1,1.31,35739131203,520,240,722519,0,228547210.1,,38.96153846,-32.25,-38.1,31-Jul-24,https://nsearchives.nseindia.com/365d/PNCINFRA-EQ.svg,01-Jul-25,1.89,314378,408141,129.82%
NIFTY TOTAL MARKET,0,ITDCEM,ITDCEMEQN,779.1,847.8,779.1,787.8,777.7,10.1,1.3,71874536106,944,463,2951457,0,2425182702,,16.54661017,-70.1511879,51.67,31-Jul-24,https://nsearchives.nseindia.com/365d/ITDCEM-EQ.svg,01-Jul-25,-14.03,1134361,1817096,160.19%
NIFTY TOTAL MARKET,0,KANSAINER,KANSAINEREQN,244.3,251.01,243,248,244.9,3.1,1.27,49881131910,320.5,218.2,459005,0,114149953.5,,22.62090484,-13.65719523,-20.28,31-Jul-24,https://nsearchives.nseindia.com/365d/KANSAINER-EQ.svg,01-Jul-25,-2.1,166303,292702,176.01%
NIFTY TOTAL MARKET,0,CUB,CUBEQN,216.4,224.5,211.27,214.95,214.28,2.67,1.26,1.54E+11,232.55,142.91,7723901,0,1686127588,,7.568264889,-50.40934854,24.39,31-Jul-24,https://nsearchives.nseindia.com/365d/CUB-EQ.svg,01-Jul-25,-7.04,2145952,5577949,259.93%
NIFTY TOTAL MARKET,0,CHAMBLFERT,CHAMBLFERTEQN,533,551.55,515.05,521.3,514.9,6.4,1.24,79232727975,742.2,443.2,14204888,0,7564671056,,29.76286715,-17.62184116,-0.6,31-Jul-24,https://nsearchives.nseindia.com/365d/CHAMBLFERT-EQ.svg,01-Jul-25,-7.86,7493748,6711140,89.56%
NIFTY TOTAL MARKET,0,FIRSTCRY,FIRSTCRYEQN,343.35,360.45,340.8,347.55,343.35,4.2,1.22,73243775454,734,286.05,2558677,0,899298205.2,,52.64986376,-21.49973781,-,-,-,01-Jul-25,-9.07,707723,1850954,261.54%
NIFTY TOTAL MARKET,0,SAFARI,SAFARIEQN,2073.5,2188,2010,2123,2098.2,24.8,1.18,47528963353,2744.7,1670.15,117653,0,246188902.5,,22.65092724,-27.11433105,1.31,31-Jul-24,https://nsearchives.nseindia.com/365d/SAFARI-EQ.svg,01-Jul-25,-4.43,33881,83772,247.25%
NIFTY TOTAL MARKET,0,RTNPOWER,RTNPOWEREQN,12.77,13.03,12.74,12.92,12.77,0.15,1.17,34577791574,17.8,8.44,39899354,0,513504686,,27.41573034,-53.08056872,-24.26,30-Jul-24,https://nsearchives.nseindia.com/365d/RTNPOWER-EQ.svg,01-Jul-25,-19.18,56594658,-16695304,-29.50%
NIFTY TOTAL MARKET,0,IFBIND,IFBINDEQN,1317.5,1339,1310.5,1335,1320.5,14.5,1.1,13492477665,2359.9,1060,22591,0,29950921.89,,43.42980635,-25.94339623,-25.53,31-Jul-24,https://nsearchives.nseindia.com/365d/IFBIND-EQ.svg,01-Jul-25,-15.28,37249,-14658,-39.35%
NIFTY TOTAL MARKET,0,IFCI,IFCIEQN,57,58.7,57,57.77,57.16,0.61,1.07,37350214616,90.74,36.2,5274216,0,305640817.2,,36.33458232,-59.58563536,-34.55,31-Jul-24,https://nsearchives.nseindia.com/365d/IFCI-EQ.svg,01-Jul-25,-11.86,4414282,859934,19.48%
