Index,priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,stockIndClosePrice,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,Yesterday Vol,,change%
NIFTY TOTAL MARKET,0,NEOGEN,NEOGENEQN,1545.7,1575,1531.1,1535,1541.6,-6.6,-0.43,19213386815,2420,1392.75,12056,0,18688849.52,,36.57024793,-10.21360617,-7.63,31-Jul-24,https://nsearchives.nseindia.com/365d/NEOGEN-EQ.svg,01-Jul-25,-5.89,18440,-6384,-34.62%
NIFTY TOTAL MARKET,0,HEMIPROP,HEMIPROPEQN,126.9,127.69,124.67,125.85,126.41,-0.56,-0.44,11053138698,222.11,111.03,195186,0,24566109.96,,43.33888614,-13.34774385,-41.89,31-Jul-24,https://nsearchives.nseindia.com/365d/HEMIPROP-EQ.svg,01-Jul-25,-9.25,280952,-85766,-30.53%
NIFTY TOTAL MARKET,0,JTLIND,JTLINDEQN,71.5,71.9,70.51,70.94,71.28,-0.34,-0.48,12769028433,123.75,59.77,585464,0,41620635.76,,42.67474747,-18.68830517,-66.37,31-Jul-24,https://nsearchives.nseindia.com/365d/JTLIND-EQ.svg,01-Jul-25,-9.74,1065222,-479758,-45.04%
NIFTY TOTAL MARKET,0,VSTIND,VSTINDEQN,282.2,284.2,280,281,282.4,-1.4,-0.5,17154989624,486.15,242.05,299928,0,84663675.84,,42.1989098,-16.09171659,-93.55,31-Jul-24,https://nsearchives.nseindia.com/365d/VSTIND-EQ.svg,01-Jul-25,-10.29,127230,172698,135.74%
NIFTY TOTAL MARKET,0,CAMPUS,CAMPUSEQN,267.35,271.6,265.75,266,267.35,-1.35,-0.5,22635635013,371.9,210,159605,0,42919380.55,,28.47539661,-26.66666667,-14.84,31-Jul-24,https://nsearchives.nseindia.com/365d/CAMPUS-EQ.svg,01-Jul-25,-3.92,201860,-42255,-20.93%
NIFTY TOTAL MARKET,0,EMUDHRA,EMUDHRAEQN,769,779.1,763.55,772.4,776.3,-3.9,-0.5,20918261137,1024,652.3,43157,0,33346550.76,,24.5703125,-18.41177372,-11.46,31-Jul-24,https://nsearchives.nseindia.com/365d/EMUDHRA-EQ.svg,01-Jul-25,0.92,66515,-23358,-35.12%
NIFTY TOTAL MARKET,0,SUPRIYA,SUPRIYAEQN,660.2,665,655,657.55,661.25,-3.7,-0.56,16777374565,842,384.1,244932,0,161290171.3,,21.90617577,-71.19239781,65.83,31-Jul-24,https://nsearchives.nseindia.com/365d/SUPRIYA-EQ.svg,01-Jul-25,-8.73,151666,93266,61.49%
NIFTY TOTAL MARKET,0,PVRINOX,PVRINOXEQN,1004.7,1024,985.5,994,999.8,-5.8,-0.58,70702501015,1748,830,271027,0,274081474.3,,43.13501144,-19.75903614,-33.36,31-Jul-24,https://nsearchives.nseindia.com/365d/PVRINOX-EQ.svg,01-Jul-25,3.64,270455,572,0.21%
NIFTY TOTAL MARKET,0,ACMESOLAR,ACMESOLAREQN,278.15,285.8,275,276.6,278.25,-1.65,-0.59,27756189752,303.94,167.75,1220429,0,343343290.6,,8.99519642,-64.88822653,-,-,-,01-Jul-25,11.86,1749832,-529403,-30.25%
NIFTY TOTAL MARKET,0,ABDL,ABDLEQN,516,531.9,504,512,515.05,-3.05,-0.59,27332792617,531.9,279,648280,0,335180208.4,,3.741304757,-83.5125448,67.12,31-Jul-24,https://nsearchives.nseindia.com/365d/ABDL-EQ.svg,01-Jul-25,19.95,1521105,-872825,-57.38%
NIFTY TOTAL MARKET,0,SCHNEIDER,SCHNEIDERBEN,1050,1050,975,997,1002.9,-5.9,-0.59,58158732011,1050,540,268205,0,274199381.8,,5.047619048,-84.62962963,-,-,-,01-Jul-25,20.45,322231,-54026,-16.77%
NIFTY TOTAL MARKET,0,PRINCEPIPE,PRINCEPIPEEQN,337.05,340.55,332.9,335.05,337.05,-2,-0.59,14468112745,680.3,229.05,110617,0,37263548.79,,50.74966926,-46.27810522,-49.96,31-Jul-24,https://nsearchives.nseindia.com/365d/PRINCEPIPE-EQ.svg,01-Jul-25,-9.21,83004,27613,33.27%
NIFTY TOTAL MARKET,0,RENUKA,RENUKAEQN,30,30.42,29.79,29.85,30.03,-0.18,-0.6,23719360568,56.5,24.71,1406759,0,42287175.54,,47.16814159,-20.80129502,-41.12,31-Jul-24,https://nsearchives.nseindia.com/365d/RENUKA-EQ.svg,01-Jul-25,-9.17,1730956,-324197,-18.73%
NIFTY TOTAL MARKET,0,SHRIPISTON,SHRIPISTONEQN,2408.4,2465,2370,2386,2401,-15,-0.62,36639599710,2610,1662.55,56968,0,138392362.4,,8.582375479,-43.51448077,18.36,31-Jul-24,https://nsearchives.nseindia.com/365d/SHRIPISTON-EQ.svg,01-Jul-25,-1.97,66947,-9979,-14.91%
NIFTY TOTAL MARKET,0,ANGELONE,ANGELONEEQN,2599,2614.8,2562,2583.9,2600.9,-17,-0.65,1.50E+11,3503.15,1941,429035,0,1110823099,,26.24066911,-33.12210201,20.07,31-Jul-24,https://nsearchives.nseindia.com/365d/ANGELONE-EQ.svg,01-Jul-25,-12.26,455411,-26376,-5.79%
NIFTY TOTAL MARKET,0,HERITGFOOD,HERITGFOODEQN,479.85,493.45,472,477,480.1,-3.1,-0.65,20314113224,659,352.1,570876,0,276880568.8,,27.61760243,-35.47287702,-16.94,31-Jul-24,https://nsearchives.nseindia.com/365d/HERITGFOOD-EQ.svg,01-Jul-25,-3.13,374954,195922,52.25%
NIFTY TOTAL MARKET,0,BLS,BLSEQN,380,386.9,377,377.45,380.05,-2.6,-0.68,45613306280,521.8,308.25,3940732,0,1512058868,,27.66385588,-22.44931062,5.73,31-Jul-24,https://nsearchives.nseindia.com/365d/BLS-EQ.svg,01-Jul-25,4.48,1342701,2598031,193.49%
NIFTY TOTAL MARKET,0,GAEL,GAELEQN,110.26,112,109.11,109.5,110.26,-0.76,-0.69,15026247591,151.91,98.72,456435,0,50509097.1,,27.91784609,-10.9197731,-21.07,31-Jul-24,https://nsearchives.nseindia.com/365d/GAEL-EQ.svg,01-Jul-25,-0.36,487458,-31023,-6.36%
NIFTY TOTAL MARKET,0,LMW,LMWEQN,15099,15144,14955,15004,15109,-105,-0.69,1.01E+11,19199.95,13450.05,1830,0,27494414.1,,21.85396316,-11.55348865,-,-,-,01-Jul-25,-10.24,3605,-1775,-49.24%
NIFTY TOTAL MARKET,0,VMART,VMARTEQN,790,790,769.65,785,790.5,-5.5,-0.7,34651528282,1130,676.04,139496,0,108751081.6,,30.53097345,-16.1173895,-76.92,31-Jul-24,https://nsearchives.nseindia.com/365d/VMART-EQ.svg,01-Jul-25,-7.2,100814,38682,38.37%
NIFTY TOTAL MARKET,0,ZAGGLE,ZAGGLEEQN,378.6,384.3,375,376.5,379.15,-2.65,-0.7,26033485673,591.9,298.65,251344,0,95226701.28,,36.39128231,-26.06730286,12.83,31-Jul-24,https://nsearchives.nseindia.com/365d/ZAGGLE-EQ.svg,01-Jul-25,-8.22,234334,17010,7.26%
NIFTY TOTAL MARKET,0,WHIRLPOOL,WHIRLPOOLEQN,1325,1345.7,1311,1325,1334.6,-9.6,-0.72,81854612215,2449.7,899,45471,0,60341835.84,,45.9117443,-47.38598443,-37.77,31-Jul-24,https://nsearchives.nseindia.com/365d/WHIRLPOOL-EQ.svg,01-Jul-25,-3.25,219175,-173704,-79.25%
NIFTY TOTAL MARKET,0,SULA,SULAEQN,287,291,281.2,284.75,286.85,-2.1,-0.73,17806562308,510.9,243,180183,0,51517923.36,,44.26502251,-17.18106996,-41.93,31-Jul-24,https://nsearchives.nseindia.com/365d/SULA-EQ.svg,01-Jul-25,-6.03,134574,45609,33.89%
NIFTY TOTAL MARKET,0,DEVYANI,DEVYANIEQN,163.8,164.24,160.91,161.88,163.1,-1.22,-0.75,66245331559,222.74,134,557589,0,90636091.95,,27.32333663,-20.80597015,-9.06,31-Jul-24,https://nsearchives.nseindia.com/365d/DEVYANI-EQ.svg,01-Jul-25,-3.3,698090,-140501,-20.13%
NIFTY TOTAL MARKET,0,PATELENG,PATELENGEQN,37.18,37.47,36.72,36.9,37.18,-0.28,-0.75,18500220351,62.8,35.68,1884691,0,69771260.82,,41.24203822,-3.419282511,-37.66,31-Jul-24,https://nsearchives.nseindia.com/365d/PATELENG-EQ.svg,01-Jul-25,-9.41,2560977,-676286,-26.41%
NIFTY TOTAL MARKET,0,GARFIBRES,GARFIBRESEQN,899,905.9,885,892,898.7,-6.7,-0.75,39927037341,986.39,674.2,32934,0,29595809.76,,9.56923732,-32.30495402,-76.56,31-Jul-24,https://nsearchives.nseindia.com/365d/GARFIBRES-EQ.svg,01-Jul-25,-2.52,48424,-15490,-31.99%
NIFTY TOTAL MARKET,0,GRINFRA,GRINFRAEQN,1219,1238.9,1208,1209,1218.2,-9.2,-0.76,29590517925,1810,901,11962,0,14603209.6,,33.20441989,-34.18423973,-31.54,31-Jul-24,https://nsearchives.nseindia.com/365d/GRINFRA-EQ.svg,01-Jul-25,-7.86,10145,1817,17.91%
NIFTY TOTAL MARKET,0,BRIGADE,BRIGADEEQN,1004,1014.4,977.6,1000,1007.8,-7.8,-0.77,1.38E+11,1448.7,852,216706,0,215984369,,30.97259612,-17.37089202,-19.87,31-Jul-24,https://nsearchives.nseindia.com/365d/BRIGADE-EQ.svg,01-Jul-25,-7.96,630051,-413345,-65.61%
NIFTY TOTAL MARKET,0,CROMPTON,CROMPTONEQN,322.6,324.95,320.45,320.45,323,-2.55,-0.79,2.05E+11,484,301,1483613,0,478850931.9,,33.79132231,-6.46179402,-28.44,31-Jul-24,https://nsearchives.nseindia.com/365d/CROMPTON-EQ.svg,01-Jul-25,-8.04,1568950,-85337,-5.44%
NIFTY TOTAL MARKET,0,REDINGTON,REDINGTONEQN,251.5,258.85,245.65,248.2,250.2,-2,-0.8,1.47E+11,334.8,158.61,3279248,0,834240691.2,,25.86618877,-56.48445874,17.84,31-Jul-24,https://nsearchives.nseindia.com/365d/REDINGTON-EQ.svg,01-Jul-25,-24.11,4980076,-1700828,-34.15%
NIFTY TOTAL MARKET,0,VESUVIUS,VESUVIUSEQN,515.7,523.05,510,511.6,515.7,-4.1,-0.8,45627998284,646,356.13,37697,0,19508197.5,,20.80495356,-43.65540673,-90.02,31-Jul-24,https://nsearchives.nseindia.com/365d/VESUVIUS-EQ.svg,01-Jul-25,-6.46,67636,-29939,-44.26%
NIFTY TOTAL MARKET,0,ARVIND,ARVINDEQN,316.05,319,309.2,313.5,316.05,-2.55,-0.81,48959992794,450,297,468087,0,147049531.1,,30.33333333,-5.555555556,-16.26,31-Jul-24,https://nsearchives.nseindia.com/365d/ARVIND-EQ.svg,01-Jul-25,-9.96,522489,-54402,-10.41%
NIFTY TOTAL MARKET,0,INNOVACAP,INNOVACAPEQN,912.6,912.6,870.6,902,909.35,-7.35,-0.81,14166925371,1260,586.25,60391,0,53842199.96,,28.41269841,-53.85927505,43.68,31-Jul-24,https://nsearchives.nseindia.com/365d/INNOVACAP-EQ.svg,01-Jul-25,7.7,29685,30706,103.44%
NIFTY TOTAL MARKET,0,NAVINFLUOR,NAVINFLUOREQN,5052,5139.5,4940,5006.5,5047.8,-41.5,-0.82,1.80E+11,5444,3160.4,144099,0,723711289.7,,8.036370316,-58.41349196,32.8,31-Jul-24,https://nsearchives.nseindia.com/365d/NAVINFLUOR-EQ.svg,01-Jul-25,3.28,1101250,-957151,-86.91%
NIFTY TOTAL MARKET,0,BAYERCROP,BAYERCROPEQN,6405,6429,6110.5,6270,6322.5,-52.5,-0.83,88891319684,7196.85,4217.45,29477,0,184695512.8,,12.87855103,-48.668034,-9.11,31-Jul-24,https://nsearchives.nseindia.com/365d/BAYERCROP-EQ.svg,01-Jul-25,-0.61,23099,6378,27.61%
NIFTY TOTAL MARKET,0,CARTRADE,CARTRADEEQN,2188.2,2188.2,2131,2168.1,2186.5,-18.4,-0.84,90459395110,2219,817.5,499890,0,1079912367,,2.293826048,-165.2110092,151.97,31-Jul-24,https://nsearchives.nseindia.com/365d/CARTRADE-EQ.svg,01-Jul-25,28.97,1263896,-764006,-60.45%
NIFTY TOTAL MARKET,0,SUNDRMFAST,SUNDRMFASTEQN,1000,1036.45,970.2,976.5,985,-8.5,-0.86,1.08E+11,1497.55,831.15,179530,0,180106291.3,,34.79349604,-17.48781808,-29.73,31-Jul-24,https://nsearchives.nseindia.com/365d/SUNDRMFAST-EQ.svg,01-Jul-25,-5.64,46636,132894,284.96%
NIFTY TOTAL MARKET,0,NBCC,NBCCEQN,108.2,109.1,107,107.24,108.18,-0.94,-0.87,1.11E+11,139.83,70.8,4630269,0,500670987,,23.30687263,-51.46892655,-40.3,31-Jul-24,https://nsearchives.nseindia.com/365d/NBCC-EQ.svg,01-Jul-25,-12.2,5280798,-650529,-12.32%
NIFTY TOTAL MARKET,0,NSLNISP,NSLNISPEQN,36.64,37.1,36.12,36.25,36.57,-0.32,-0.88,41648795914,59.59,32.13,1435478,0,52552849.58,,39.16764558,-12.82290694,-37.21,31-Jul-24,https://nsearchives.nseindia.com/365d/NSLNISP-EQ.svg,01-Jul-25,-9.93,1774199,-338721,-19.09%
NIFTY TOTAL MARKET,0,ITI,ITIEQN,291.9,293,285,288,290.55,-2.55,-0.88,27601315865,592.7,210,111402,0,32137248.96,,51.40880715,-37.14285714,-6.02,31-Jul-24,https://nsearchives.nseindia.com/365d/ITI-EQ.svg,01-Jul-25,-11.93,138897,-27495,-19.80%
NIFTY TOTAL MARKET,0,LUXIND,LUXINDEQN,1370,1392.1,1360,1366.8,1379,-12.2,-0.88,10585032361,2493,1211,13212,0,18152891.64,,45.17448857,-12.8654005,-33.23,31-Jul-24,https://nsearchives.nseindia.com/365d/LUXIND-EQ.svg,01-Jul-25,-5.16,15726,-2514,-15.99%
NIFTY TOTAL MARKET,0,POONAWALLA,POONAWALLAEQN,424.3,424.85,411,418.5,422.25,-3.75,-0.89,1.20E+11,483.4,267.2,1833701,0,766340321.9,,13.42573438,-56.6242515,14.42,31-Jul-24,https://nsearchives.nseindia.com/365d/POONAWALLA-EQ.svg,01-Jul-25,-9.01,2267648,-433947,-19.14%
NIFTY TOTAL MARKET,0,AFFLE,AFFLEEQN,1949.8,1980.1,1936,1940.6,1958,-17.4,-0.89,1.22E+11,2080,1246,121002,0,237565646.6,,6.701923077,-55.74638844,29.66,31-Jul-24,https://nsearchives.nseindia.com/365d/AFFLE-EQ.svg,01-Jul-25,-0.28,257872,-136870,-53.08%
NIFTY TOTAL MARKET,0,FINCABLES,FINCABLESEQN,889.7,897.15,875,875.55,883.45,-7.9,-0.89,66102048851,1605,780,91044,0,80697759.84,,45.44859813,-12.25,-42.38,31-Jul-24,https://nsearchives.nseindia.com/365d/FINCABLES-EQ.svg,01-Jul-25,-10.02,236999,-145955,-61.58%
NIFTY TOTAL MARKET,0,FDC,FDCEQN,475.95,480.15,474.7,475,479.35,-4.35,-0.91,23232685577,658.85,366.25,81196,0,38662287.36,,27.9046824,-29.69283276,-5.9,31-Jul-24,https://nsearchives.nseindia.com/365d/FDC-EQ.svg,01-Jul-25,-2.43,94963,-13767,-14.50%
NIFTY TOTAL MARKET,0,TTML,TTMLBEN,58.86,60,58.3,58.61,59.15,-0.54,-0.91,29375817320,104,50.1,509161,0,30060865.44,,43.64423077,-16.98602794,-,-,-,01-Jul-25,-10.5,491862,17299,3.52%
NIFTY TOTAL MARKET,0,ISGEC,ISGECEQN,1093.9,1112.1,1080.1,1081,1091.2,-10.2,-0.93,29256350263,1675.55,842.4,26604,0,29271849.12,,35.48387097,-28.32383666,-30.17,31-Jul-24,https://nsearchives.nseindia.com/365d/ISGEC-EQ.svg,01-Jul-25,-11.15,41103,-14499,-35.27%
NIFTY TOTAL MARKET,0,AIIL,AIILEQN,2768.1,2839.9,2750,2750,2776.2,-26.2,-0.94,1.17E+11,2896,986.75,75468,0,210211585.9,,5.041436464,-178.692678,168.74,31-Jul-24,https://nsearchives.nseindia.com/365d/AIIL-EQ.svg,01-Jul-25,11.39,127725,-52257,-40.91%
NIFTY TOTAL MARKET,0,MAHLIFE,MAHLIFEEQN,374.9,378.75,366.1,369,372.55,-3.55,-0.95,37222741844,565.14,255.69,120379,0,44695518.91,,34.70644442,-44.31538191,-38.43,31-Jul-24,https://nsearchives.nseindia.com/365d/MAHLIFE-EQ.svg,01-Jul-25,2.94,170090,-49711,-29.23%
NIFTY TOTAL MARKET,0,TDPOWERSYS,TDPOWERSYSEQN,510.1,518.7,498.7,505.2,510.1,-4.9,-0.96,52402799825,552.75,293,678968,0,344589839.4,,8.602442334,-72.42320819,22.8,31-Jul-24,https://nsearchives.nseindia.com/365d/TDPOWERSYS-EQ.svg,01-Jul-25,2.11,1586663,-907695,-57.21%
NIFTY TOTAL MARKET,0,DOMS,DOMSEQN,2334.2,2349.9,2306.1,2320,2342.6,-22.6,-0.96,41689176987,3115,2092.3,17299,0,40342824.91,,25.52166934,-10.8827606,-0.94,31-Jul-24,https://nsearchives.nseindia.com/365d/DOMS-EQ.svg,01-Jul-25,-5.75,31556,-14257,-45.18%
NIFTY TOTAL MARKET,0,TRIVENI,TRIVENIEQN,344,346.75,339.4,340.5,343.85,-3.35,-0.97,29037176527,536,313.1,192694,0,65752973.62,,36.4738806,-8.7511977,-18.67,31-Jul-24,https://nsearchives.nseindia.com/365d/TRIVENI-EQ.svg,01-Jul-25,-8.77,365707,-173013,-47.31%
NIFTY TOTAL MARKET,0,SOBHA,SOBHAEQN,1599.7,1600.7,1570.2,1584,1599.7,-15.7,-0.98,70332287185,2070,1075.3,79049,0,125413610,,23.47826087,-47.30772808,-11.14,31-Jul-24,https://nsearchives.nseindia.com/365d/SOBHA-EQ.svg,01-Jul-25,7.23,174637,-95588,-54.74%
NIFTY TOTAL MARKET,0,SANOFICONR,SANOFICONREQN,4901,4962.1,4827.9,4860.1,4908,-47.9,-0.98,44120563515,5894.5,4211.55,3072,0,14927001.6,,17.54856222,-15.39931854,-,-,-,01-Jul-25,-9.46,2726,346,12.69%
NIFTY TOTAL MARKET,0,ANUP,ANUPEQN,2664,2676,2595,2619,2645.3,-26.3,-0.99,30925164788,3859.4,1665.05,14015,0,36972410.9,,32.13971084,-57.2925738,47.81,31-Jul-24,https://nsearchives.nseindia.com/365d/ANUP-EQ.svg,01-Jul-25,-3.79,32952,-18937,-57.47%
NIFTY TOTAL MARKET,0,FSL,FSLEQN,341.9,342.4,331.55,338.3,341.7,-3.4,-1,1.07E+11,422.3,269.35,1628915,0,549840258.3,,19.8910727,-25.59866345,24.96,31-Jul-24,https://nsearchives.nseindia.com/365d/FSL-EQ.svg,01-Jul-25,-4.53,3226442,-1597527,-49.51%
NIFTY TOTAL MARKET,0,CLEAN,CLEANEQN,1223,1235,1202.4,1210,1222.3,-12.3,-1.01,27147681152,1690,1106.45,73171,0,88952521.28,,28.40236686,-9.358759998,-24.62,31-Jul-24,https://nsearchives.nseindia.com/365d/CLEAN-EQ.svg,01-Jul-25,-15.7,58263,14908,25.59%
NIFTY TOTAL MARKET,0,JKIL,JKILEQN,700.5,721,695.15,697.1,704.25,-7.15,-1.02,28134309729,903.95,578,254033,0,179542903.4,,22.88290282,-20.60553633,-18.25,31-Jul-24,https://nsearchives.nseindia.com/365d/JKIL-EQ.svg,01-Jul-25,-1.96,139384,114649,82.25%
NIFTY TOTAL MARKET,0,OPTIEMUS,OPTIEMUSEQN,595,610.4,591,592.9,599.1,-6.2,-1.03,12726352327,873.8,378.45,160074,0,96465394.62,,32.14694438,-56.66534549,27.25,31-Jul-24,https://nsearchives.nseindia.com/365d/OPTIEMUS-EQ.svg,01-Jul-25,-7.39,241262,-81188,-33.65%
NIFTY TOTAL MARKET,0,HCC,HCCBEN,26,26.39,25.51,25.75,26.02,-0.27,-1.04,38915922640,56.49,21.97,4445380,0,115668787.6,,54.41671092,-17.20527993,-,-,-,01-Jul-25,-14.32,4746118,-300738,-6.34%
NIFTY TOTAL MARKET,0,IMAGICAA,IMAGICAAEQN,63.72,64.8,62.84,63.06,63.72,-0.66,-1.04,8851207352,103.25,56.3,454955,0,28948786.65,,38.92493947,-12.0071048,-23.52,31-Jul-24,https://nsearchives.nseindia.com/365d/IMAGICAA-EQ.svg,01-Jul-25,-7.01,484070,-29115,-6.01%
NIFTY TOTAL MARKET,0,RATEGAIN,RATEGAINEQN,438.45,442.3,431.55,433.85,438.45,-4.6,-1.05,26491416518,854,412.85,180969,0,78822857.64,,49.19789227,-5.086593194,-46.61,31-Jul-24,https://nsearchives.nseindia.com/365d/RATEGAIN-EQ.svg,01-Jul-25,-2.67,126975,53994,42.52%
NIFTY TOTAL MARKET,0,SYRMA,SYRMAEQN,758.3,780.5,745.25,748,756,-8,-1.06,46037823283,780.5,370,1421832,0,1090189686,,4.163997438,-102.1621622,52.88,31-Jul-24,https://nsearchives.nseindia.com/365d/SYRMA-EQ.svg,01-Jul-25,28.8,1424964,-3132,-0.22%
NIFTY TOTAL MARKET,0,SUBROS,SUBROSEQN,856,864.85,836.15,846,855.1,-9.1,-1.06,16136620920,1083.2,518,36603,0,30983707.44,,21.89807976,-63.32046332,22.1,31-Jul-24,https://nsearchives.nseindia.com/365d/SUBROS-EQ.svg,01-Jul-25,-10.05,56306,-19703,-34.99%
NIFTY TOTAL MARKET,0,SPARC,SPARCEQN,150,153.99,148.51,148.93,150.54,-1.61,-1.07,14792293268,241,109.3,307014,0,46497270.3,,38.2033195,-36.25800549,-34.42,31-Jul-24,https://nsearchives.nseindia.com/365d/SPARC-EQ.svg,01-Jul-25,-6.46,152211,154803,101.70%
NIFTY TOTAL MARKET,0,HGINFRA,HGINFRAEQN,1035.1,1043.9,1025,1027.4,1038.5,-11.1,-1.07,18893601839,1665.2,928.55,39515,0,40851002.15,,38.3017055,-10.64563028,-35.86,31-Jul-24,https://nsearchives.nseindia.com/365d/HGINFRA-EQ.svg,01-Jul-25,-4.29,51147,-11632,-22.74%
NIFTY TOTAL MARKET,0,SIGNATURE,SIGNATUREEQN,1144,1145,1116,1132,1144.6,-12.6,-1.1,44245351350,1647,1010.8,259554,0,294593790,,31.26897389,-11.99050257,-23.08,31-Jul-24,https://nsearchives.nseindia.com/365d/SIGNATURE-EQ.svg,01-Jul-25,-8.2,321252,-61698,-19.21%
NIFTY TOTAL MARKET,0,HOMEFIRST,HOMEFIRSTEQN,1212,1224.7,1170.1,1198.6,1212,-13.4,-1.11,93787507874,1519,878.4,641951,0,768890390.7,,21.09282423,-36.45264117,16.53,31-Jul-24,https://nsearchives.nseindia.com/365d/HOMEFIRST-EQ.svg,01-Jul-25,-8.19,724378,-82427,-11.38%
NIFTY TOTAL MARKET,0,ELECON,ELECONEQN,569.8,574.8,561.35,563.9,570.25,-6.35,-1.11,49494385064,739.1,376.95,192049,0,109300847.4,,23.70450548,-49.59543706,-9.5,31-Jul-24,https://nsearchives.nseindia.com/365d/ELECON-EQ.svg,01-Jul-25,-10.02,240227,-48178,-20.06%
NIFTY TOTAL MARKET,0,CYIENTDLM,CYIENTDLMEQN,450.5,460,442.15,445,450.2,-5.2,-1.16,16893573189,840.8,378.6,206126,0,92391856.98,,47.07421503,-17.538299,-44.15,31-Jul-24,https://nsearchives.nseindia.com/365d/CYIENTDLM-EQ.svg,01-Jul-25,-5.3,78374,127752,163.00%
NIFTY TOTAL MARKET,0,IMFA,IMFAEQN,729,740,720.3,722,730.45,-8.45,-1.16,10759489403,998.8,549.8,37035,0,27062215.2,,27.71325591,-31.32048017,-1.03,31-Jul-24,https://nsearchives.nseindia.com/365d/IMFA-EQ.svg,01-Jul-25,-8.45,56451,-19416,-34.39%
NIFTY TOTAL MARKET,0,SAMMAANCAP,SAMMAANCAPEQN,127,130.6,125.11,125.4,126.88,-1.48,-1.17,96434101165,179.3,97.61,9585152,0,1228241377,,30.06134969,-28.4704436,-27.19,31-Jul-24,https://nsearchives.nseindia.com/365d/SAMMAANCAP-EQ.svg,01-Jul-25,-9.64,16447235,-6862083,-41.72%
NIFTY TOTAL MARKET,0,AVL,AVLEQN,395.6,399,383.5,390.1,394.7,-4.6,-1.17,23472084499,546.6,327.6,216635,0,84903589.2,,28.63154043,-19.07814408,-,-,-,01-Jul-25,7.34,82413,134222,162.87%
NIFTY TOTAL MARKET,0,JAMNAAUTO,JAMNAAUTOEQN,92.48,93.42,90.25,90.65,91.73,-1.08,-1.18,17575247864,149.66,68.57,439919,0,40415358.53,,39.42937325,-32.20067085,-37.21,31-Jul-24,https://nsearchives.nseindia.com/365d/JAMNAAUTO-EQ.svg,01-Jul-25,-3.64,445500,-5581,-1.25%
NIFTY TOTAL MARKET,0,GRSE,GRSEEQN,2620,2621.9,2552.1,2580.3,2611.9,-31.6,-1.21,75371932871,3538.4,1184.9,524864,0,1351991929,,27.07721004,-117.7652123,8.58,31-Jul-24,https://nsearchives.nseindia.com/365d/GRSE-EQ.svg,01-Jul-25,-12.45,1204116,-679252,-56.41%
NIFTY TOTAL MARKET,0,BEPL,BEPLEQN,116.35,117.5,113.74,114.11,115.51,-1.4,-1.21,10747190626,177,90,864565,0,100289540,,35.53107345,-26.78888889,-23.35,31-Jul-24,https://nsearchives.nseindia.com/365d/BEPL-EQ.svg,01-Jul-25,-1.1,1040710,-176145,-16.93%
NIFTY TOTAL MARKET,0,MANYAVAR,MANYAVAREQN,753.2,753.2,734.1,740.35,749.4,-9.05,-1.21,45057914523,1512,706.3,129263,0,95932535.45,,51.03505291,-4.820897636,-34.87,31-Jul-24,https://nsearchives.nseindia.com/365d/MANYAVAR-EQ.svg,01-Jul-25,-7.98,679372,-550109,-80.97%
NIFTY TOTAL MARKET,0,MCX,MCXEQN,7694,7720,7534.5,7599.5,7693,-93.5,-1.22,3.87E+11,9115,4125,383086,0,2926363307,,16.62643993,-84.23030303,79.34,31-Jul-24,https://nsearchives.nseindia.com/365d/MCX-EQ.svg,01-Jul-25,-15.09,297154,85932,28.92%
NIFTY TOTAL MARKET,0,GILLETTE,GILLETTEEQN,10802,10916,10474,10700,10833,-133,-1.23,86804590489,11500,7411.65,40476,0,433529531.3,,6.956521739,-44.36731362,38.45,31-Jul-24,https://nsearchives.nseindia.com/365d/GILLETTE-EQ.svg,01-Jul-25,0.75,162247,-121771,-75.05%
NIFTY TOTAL MARKET,0,SUPRAJIT,SUPRAJITEQN,462.3,475,452.25,453.1,458.8,-5.7,-1.24,34337819832,639.6,350,87282,0,40518050.04,,29.15884928,-29.45714286,-11.87,31-Jul-24,https://nsearchives.nseindia.com/365d/SUPRAJIT-EQ.svg,01-Jul-25,-3.37,64167,23115,36.02%
NIFTY TOTAL MARKET,0,KTKBANK,KTKBANKEQN,180.66,180.8,178,178.4,180.66,-2.26,-1.25,67206959360,243.25,162.2,663238,0,118825720.1,,26.65981501,-9.987669544,-23.99,31-Jul-24,https://nsearchives.nseindia.com/365d/KTKBANK-EQ.svg,01-Jul-25,-8.19,891240,-228002,-25.58%
NIFTY TOTAL MARKET,0,EMIL,EMILEQN,127.49,129.37,125,125.9,127.49,-1.59,-1.25,16870153224,247.5,111.11,369047,0,46983373.57,,49.13131313,-13.31113311,-41.95,31-Jul-24,https://nsearchives.nseindia.com/365d/EMIL-EQ.svg,01-Jul-25,-11.26,304323,64724,21.27%
NIFTY TOTAL MARKET,0,CMSINFO,CMSINFOEQN,458,462.55,451,452.5,458.3,-5.8,-1.27,69572731054,616.5,410.55,454495,0,207876923.1,,26.60178427,-10.21800024,-20.39,31-Jul-24,https://nsearchives.nseindia.com/365d/CMSINFO-EQ.svg,01-Jul-25,-10.33,812311,-357816,-44.05%
